"","frn","cnt_co","cnt_services","cnt_locations","area_sqkm2","states"
"1225","0004967840",6,5508,5072,975.516102,"{01,13}"
"1226","0004969093",2,632,632,140.571852,"{26}"
"1227","0004970067",3,9194,8713,1707.806995,"{01}"
"1228","0004972766",4,1931,1931,2869.18554,"{31}"
"1229","0004973301",3,2266,2266,1637.269075,"{48}"
"1230","0004975058",6,16791,16791,3443.364404,"{40}"
"1231","0004975199",2,5536,4982,541.988239,"{55}"
"1232","0004975496",1,965,965,397.182324,"{36}"
"1233","0004976494",3,1319,1319,240.600532,"{42}"
"1234","0004976932",3,939,939,253.476592,"{17}"
"1235","0004979555",2,486,486,125.731764,"{41}"
"1236","0004979688",1,6648,6648,36.023543,"{46}"
"1237","0004980280",3,10136,10136,750.554647,"{39}"
"1238","0004980421",3,1177,1177,375.330834,"{28}"
"1239","0004980611",3,1345,1345,350.402431,"{17}"
"1240","0004981114",4,4707,2781,283.985279,"{26}"
"1241","0004983722",9,8442,8441,1070.116212,"{13}"
"1242","0004984670",2,4388,3978,371.133531,"{39}"
"1243","0004984837",5,12582,11764,1926.269525,"{36}"
"1244","0004985024",1,389,389,12.301579,"{55}"
"1245","0004985065",2,1873,1848,112.759718,"{18}"
"1246","0004985818",5,13820,7808,216.313313,"{20}"
"1247","0004991444",10,128905,127817,10509.74999,"{02}"
"1248","0004997516",2,6055,6054,284.051652,"{23}"
"1249","0005000492",6,14394,13001,625.433239,"{13,37}"
"1250","0005000716",6,4468,4254,1006.669129,"{01}"
"1251","0005007992",2,1963,1956,354.066824,"{42}"
"1252","0005009725",2,7864,7559,311.022841,"{36}"
"1253","0005010996",8,5062,3792,1789.919072,"{20,40}"
"1254","0005015391",1,1384,1384,46.347254,"{53}"
"1255","0005015409",1,1057,1057,834.30955,"{53}"
"1256","0005016779",1,9428,4714,114.318403,"{39}"
"1257","0005017298",15,47492,46949,5176.221189,"{01}"
"1258","0005017439",1,1259,1259,455.0458,"{31}"
"1259","0005017751",2,467,467,843.779303,"{06}"
"1260","0005025101",12,175,175,314.968311,"{31}"
"1261","0005030200",5,236513,236513,933.802062,"{08}"
"1262","0005043195",23,107,106,39.264634,"{10,24,34,42}"
"1263","0005044375",262,1595,1591,514.626019,"{01,04,05,06,08,09,10,11,12,13,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,51,53,55,56}"
"1264","0005049895",1,719,719,208.694926,"{19}"
"1265","0005050083",2,3834,3834,559.727592,"{36}"
"1266","0005050141",4,6382,6382,313.775124,"{36}"
"1267","0005051560",1,2078,2078,111.499471,"{39}"
"1268","0005053251",4,2041,1432,259.154473,"{39}"
"1269","0005053632",1,138,138,55.29061,"{17}"
"1270","0005057328",1,1846,1846,225.10823,"{54}"
"1271","0005058292",2,1077,1077,126.177301,"{55}"
"1272","0005059092",1,311,311,471.129059,"{08}"
"1273","0005059779",15,36181,36181,4617.626684,"{39}"
"1274","0005061387",2,2914,2914,269.488848,"{26}"
"1275","0005061437",3,9194,8713,1707.806995,"{01}"
"1276","0005061544",4,96006,95779,841.462854,"{53}"
"1277","0005061627",1,1419,1419,211.541937,"{26}"
"1278","0005062955",1,443,443,72.104509,"{39}"
"1279","0005063078",2,395,390,600.092399,"{41,53}"
"1280","0005063458",3,4616,4616,424.838571,"{39}"
"1281","0005063615",15,26692,23432,4847.750624,"{48}"
"1282","0005066063",2,1259,855,131.033539,"{39}"
"1283","0005067152",2,933,684,139.423093,"{17}"
"1284","0005067186",2,1396,1396,140.751973,"{42}"
"1285","0005067228",4,3668,3668,426.360458,"{26}"
"1286","0005067509",1,592,592,126.253114,"{26}"
"1287","0005067665",5,12199,12198,291.322933,"{26}"
"1288","0005069125",1,825,825,304.880579,"{48}"
"1289","0005069232",5,11368,6781,2738.029434,"{48}"
"1290","0005069935",2,517,517,302.048328,"{20}"
"1291","0005070933",4,7809,7716,3933.55045,"{08}"
"1292","0005075643",2,4895,4895,477.670652,"{39}"
"1293","0005076922",1,844,844,261.519348,"{05}"
"1294","0005077342",1,1612,943,156.724165,"{17}"
"1295","0005079314",2,918,918,340.746667,"{02}"
"1296","0005080122",2,1415,1415,961.125984,"{35}"
"1297","0005081542",1,6449,6449,158.316009,"{39}"
"1298","0005081567",9,13355,6182,4310.582757,"{20}"
"1299","0005082060",3,9066,9066,522.994945,"{01}"
"1300","0005084769",20,52217,52217,2056.109817,"{13}"
"1301","0005093018",1,451,451,11.087063,"{19}"
"1302","0005093224",2,1503,886,156.457142,"{26}"
"1303","0005095856",75,594425,449745,30145.791985,"{21}"
"1304","0005097134",2,5777,5777,726.116039,"{23}"
"1305","0005097167",2,6419,6415,1684.50884,"{23}"
"1306","0005097407",48,1475,1475,287.54363,"{19,27,38,46}"
"1307","0005099619",3,1369,1300,372.718727,"{17,19}"
"1308","0005139662",1,1800,1800,117.40044,"{40}"
"1309","0005156229",10,21,21,1.350903,"{34,36}"
"1310","0005184221",58,246881,240904,6799.610135,"{13}"
"1311","0005184247",70,252033,237705,3854.081861,"{20,29,40}"
"1312","0005209374",9,14883,14883,2136.871528,"{33,50}"
"1313","0005257522",11,64694,33020,3441.828191,"{17}"
"1314","0005283221",14,95328,74224,2098.699268,"{39,54}"
"1315","0005367115",2,3252,3223,147.736472,"{42}"
"1316","0005373576",1,2120,2120,1042.785897,"{02}"
"1317","0005386172",5,55471,39762,948.523723,"{42}"
"1318","0005414842",1,12286,6143,148.055996,"{01}"
"1319","0005440417",2,429,429,205.756536,"{13}"
"1320","0005464532",6,5143,5143,178.76339,"{45}"
"1321","0005555925",2,8350,8350,395.751503,"{23}"
"1322","0005623244",4,3646,3646,2435.37901,"{46}"
"1323","0005667076",14,65060,65060,7706.352058,"{17,19,55}"
"1324","0005671128",1,3005,3005,63.308694,"{19}"
"1325","0005769302",12,2162,2162,2989.228479,"{16,41}"
"1326","0005781620",3,9149,9149,1025.487899,"{48}"
"1327","0005782289",3,4110,3372,712.414682,"{22}"
"1328","0005806872",1,336,336,406.675668,"{48}"
"1329","0005848759",3,6528,6528,558.204503,"{42,54}"
"1330","0005872015",7,22420,22420,2220.903771,"{47}"
"1331","0005901368",6,33839,14355,1810.156553,"{48}"
"1332","0005919022",2,2598,2598,54.875423,"{19}"
"1333","0005937974",2,836,836,1.835761,"{04}"
"1334","0005941547",3,1140,1139,376.972305,"{19}"
"1335","0006011472",1,736,736,13.859103,"{19}"
"1336","0006033393",12,38379,38379,3636.992705,"{47,51}"
"1337","0006073647",21,60760,60760,1701.141611,"{01,13}"
"1338","0006074470",3,6020,6020,131.644414,"{29}"
"1339","0006097711",130,7669,7507,4440.514467,"{23,25,33,34,36,42,44,50}"
"1340","0006118814",31,34686,28136,9978.181493,"{19,27,46}"
"1341","0006126080",1,448,448,101.714629,"{12}"
"1342","0006146120",9,23858,17774,2364.922255,"{21,39}"
"1343","0006162192",4,10192,10192,491.377919,"{39}"
"1344","0006163059",4,6537,6537,1426.130248,"{19}"
"1345","0006178198",16,424745,414122,2140.263355,"{48}"
"1346","0006251136",25,67,67,20.892937,"{01,22,28}"
"1347","0006254403",210,14565,14565,2488.165091,"{04,06,08,09,10,11,12,13,17,18,21,23,24,25,26,33,34,36,37,39,40,42,44,47,48,51,53}"
"1348","0006301592",2,2683,2683,831.50089,"{30}"
"1349","0006308548",9,301,295,68.571303,"{21}"
"1350","0006320667",1,823,823,291.195412,"{13}"
"1351","0006580518",34,137239,93097,13077.742339,"{05,29}"
"1352","0006682983",4,11040,11040,275.562817,"{48}"
"1353","0006694111",146,3487,3487,1802.325059,"{01,06,12,13,22,28,45,48}"
"1354","0006723936",3,899,899,452.647966,"{31}"
"1355","0006747703",3,2243,2243,722.355277,"{19}"
"1356","0006764575",2,390,387,63.925588,"{31}"
"1357","0006764948",3,4168,4168,975.18646,"{20,31}"
"1358","0006778914",6,6722,6722,718.23721,"{21}"
"1359","0006791602",50,112,112,53.911368,"{17,19,27,31,55}"
"1360","0006796643",11,40611,40611,6836.493894,"{36,42}"
"1361","0006801401",2,1937,1937,20.179031,"{19}"
"1362","0006831713",12,21976,21879,36.585947,"{34,36}"
"1363","0006900716",2,2966,2966,209.349497,"{36}"
"1364","0006925440",1,5239,5239,438.909252,"{01}"
"1365","0006945950",3105,77601475,77601475,3457183.522245,"{01,04,05,06,08,09,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55,56}"
"1366","0006965750",4,2959,2959,177.972915,"{51}"
"1367","0006993901",2,22119,22119,414.670577,"{13}"
"1368","0007011331",13,54850,54850,3999.720431,"{16,32,41}"
"1369","0007069867",4,5224,5224,1541.196187,"{19}"
"1370","0007096514",2,3055,3055,430.996468,"{19}"
"1371","0007096639",3,1937,1937,186.243546,"{55}"
"1372","0007129216",9,20488,20488,718.461783,"{31}"
"1373","0007131121",27,32548,32526,1740.227735,"{26,55}"
"1374","0007170475",1,4136,4136,1080.229199,"{06}"
"1375","0007196207",3,622,622,433.499432,"{29}"
"1376","0007266703",1,9342,9342,1095.051286,"{38}"
"1377","0007415706",2,33603,33603,891.16537,"{42}"
"1378","0007427487",45,2568,1835,378.779229,"{01,05,06,12,13,17,24,26,29,40,48,51,53,56}"
"1379","0007435902",2,15393,7831,119.102598,"{60}"
"1380","0007452204",2,3706,3706,48.738862,"{39}"
"1381","0007458805",2,2370,2370,194.382676,"{26}"
"1382","0007472319",41,501820,501820,6767.319363,"{17,19,29,55}"
"1383","0007491137",4,13638,13638,356.216617,"{19}"
"1384","0007494776",126,809389,740844,30621.177473,"{01,06,08,12,13,17,20,23,27,29,33,38,40,42,48,50,53}"
"1385","0007543713",1,1845,1845,60.510156,"{26}"
"1386","0007556152",5,73301,50788,2410.356652,"{21}"
"1387","0007566961",113,1273841,1259720,94126.460148,"{04,06,18,32,35,40,48}"
"1388","0007573520",8,9963,9960,1295.969457,"{20}"
"1389","0007618929",1,718,718,15.677484,"{27}"
"1390","0007635584",2,1849,1677,42.518652,"{26}"
"1391","0007719719",8,580,580,221.881497,"{08,35}"
"1392","0007734387",4,2485,2485,389.969354,"{55}"
"1393","0007738446",55,421,421,103.980798,"{17,18,26,39,55}"
"1394","0007759517",6,5234,5234,4237.488573,"{40}"
"1395","0007761273",4,43783,41804,232.380615,"{24}"
"1396","0007770084",4,7307,7307,427.529454,"{18}"
"1397","0007802291",5,20,20,3.689571,"{47}"
"1398","0007864895",41,118115,118115,2156.92551,"{05,29,47,48}"
"1399","0007877517",19,1344,1344,119.80254,"{16,49}"
"1400","0008039323",1,4011,4011,138.247266,"{24}"
"1401","0008064941",68,57948,57907,28268.538123,"{48}"
"1402","0008095655",1,23669,23669,141.462684,"{04}"
"1403","0008113276",7,753,753,682.56706,"{20}"
"1404","0008114050",1,11477,7768,24.826087,"{25}"
"1405","0008181448",5,48826,48826,2021.470018,"{48}"
"1406","0008188633",5,26458,26409,354.085554,"{48}"
"1407","0008197303",1,30831,30831,580.52459,"{47}"
"1408","0008206997",1,2053,2053,299.875641,"{36}"
"1409","0008229783",43,254,254,151.924688,"{18,26,55}"
"1410","0008232423",23,1228,614,401.335752,"{21,47}"
"1411","0008245839",40,568182,548598,10044.018852,"{06,41,53}"
"1412","0008267999",2,2193,2193,45.187084,"{27}"
"1413","0008270738",2,9390,9112,806.37912,"{13}"
"1414","0008288532",1,648,648,15.965689,"{19}"
"1415","0008293649",3,22290,21425,568.432274,"{56}"
"1416","0008295321",1,37505,30637,286.294753,"{66}"
"1417","0008295925",4,3820,3820,43.387708,"{27}"
"1418","0008343162",4,21803,17409,677.730002,"{42}"
"1419","0008358285",10,16164,16164,1070.860597,"{48}"
"1420","0008410102",12,38818,29597,710.547984,"{12}"
"1421","0008424194",1,5746,2873,192.963358,"{21}"
"1422","0008437964",10,20222,19781,8276.993308,"{35,48}"
"1423","0008515595",19,67630,67630,1578.282028,"{29}"
"1424","0008538555",56,175395,175395,5981.166202,"{18,26,39}"
"1425","0008590846",23,115902,72313,1602.765759,"{26}"
"1426","0008616757",3,9626,9626,322.860385,"{26}"
"1427","0008669897",7,19132,19132,649.871505,"{40}"
"1428","0008701773",19,334138,328365,7026.967284,"{01,04,06,13,31,35,48,51}"
"1429","0008702433",4,5010,5010,495.122784,"{01}"
"1430","0008759771",2,637,637,53.844716,"{01}"
"1431","0008794414",7,16811,16517,152.53265,"{31}"
"1432","0008814782",1,2055,2055,157.482217,"{18}"
"1433","0008814816",2,82,82,59.116244,"{26}"
"1434","0008830846",9,24672,12452,1571.771723,"{20}"
"1435","0008845703",5,17457,17456,1616.364856,"{19}"
"1436","0009008442",3,10010,10004,961.222925,"{18}"
"1437","0009009069",1,6616,6595,21.389212,"{06}"
"1438","0009118415",21,51794,51794,604.1959,"{05,40}"
"1439","0009179409",5,7758,7758,1459.81022,"{13}"
"1440","0009180969",2,1030,952,146.855948,"{19}"
"1441","0009234436",2,1849,1849,102.612355,"{22}"
"1442","0009254095",6,656912,656912,3892.089142,"{29}"
"1443","0009260118",22,1091,1091,62.209849,"{29,40}"
"1444","0009281262",1,206,206,7.145096,"{54}"
"1445","0009329830",3,7709,3677,1347.220236,"{31}"
"1446","0009361080",10,44659,44659,4330.791954,"{47}"
"1447","0009405531",7,15468,15468,2634.874347,"{01}"
"1448","0009470766",1,7901,7897,31.490476,"{12}"
"1449","0009484890",2,95,95,100.659014,"{21,47}"
"1450","0009485921",2,716,716,780.944371,"{08}"
"1451","0009558909",22,471971,471971,25668.236918,"{06,32}"
"1452","0009568379",1,1454,1454,738.36733,"{27}"
"1453","0009572884",37,464097,464097,52282.101889,"{04,08,35,49}"
"1454","0009588377",1,5856,5856,75.74455,"{42}"
"1455","0009598616",18,787,787,153.453353,"{06,17,19,24,31,37,39,40,41,46,48}"
"1456","0009599770",1,142,142,32.958014,"{06}"
"1457","0009611385",7,1095,1092,606.157888,"{35}"
"1458","0009633983",7,489435,135275,7398.681543,"{41}"
"1459","0009635731",4,198687,198687,8741.307092,"{06}"
"1460","0009700188",3,6917,5197,518.628717,"{48}"
"1461","0009719931",1,10023,10017,13.071648,"{26}"
"1462","0009729393",1,3375,3375,119.894955,"{19}"
"1463","0009764655",1,176,176,106.823504,"{19}"
"1464","0009795329",1,2637,2637,101.364452,"{48}"
"1465","0009821547",1,1738,1738,447.487094,"{49}"
"1466","0009828450",3,3578,1789,524.358377,"{38}"
"1467","0009846494",93,105442,105442,3028.645617,"{06,12,13,24,34,37,42,45,48,51}"
"1468","0009873712",3,34497,34494,388.711297,"{22}"
"1469","0009923020",1,2317,2317,34.343196,"{06}"
"1470","0009965104",1,3691,3691,218.045726,"{41}"
"1471","0010000172",3,623,623,44.603352,"{39}"
"1472","0010104388",5,10930,10876,440.638554,"{37}"
"1473","0010211167",4,195,191,33.191017,"{12,13}"
"1474","0010271377",1,47591,47591,184.19862,"{22}"
"1475","0010291540",6,593,593,745.773584,"{05}"
"1476","0010322352",1,204,204,26.907271,"{19}"
"1477","0010480093",1,12678,12678,50.998699,"{50}"
"1478","0010522530",1,132,132,3.352968,"{41}"
"1479","0010568673",6,23384,23384,1575.264874,"{25,36,50}"
"1480","0010601185",15,427065,427062,2279.158908,"{48}"
"1481","0010626414",3,8127,8127,116.211485,"{17}"
"1482","0010716884",9,37646,37391,2696.991215,"{26}"
"1483","0010729390",1,99,99,0.720356,"{13}"
"1484","0010746295",2,1872,1871,421.398731,"{17}"
"1485","0010753986",1,474,474,25.471692,"{17}"
"1486","0010766228",11,68555,68555,12268.169503,"{16,53}"
"1487","0010969780",3,4709,4592,763.242067,"{23}"
"1488","0011119633",18,3860,3811,1215.992608,"{23,33}"
"1489","0011167079",7,29941,29941,1161.393547,"{42}"
"1490","0011210416",55,660,660,203.552845,"{01,12,22,28,48}"
"1491","0011227055",37,4307,4293,2387.31319,"{53}"
"1492","0011245867",6,23271,23271,677.584183,"{22}"
"1493","0011278702",1,4454,4295,39.802287,"{26}"
"1494","0011283405",3,17177,13010,1570.525203,"{23}"
"1495","0011396082",2,274,274,241.858779,"{53}"
"1496","0011411097",3,298,298,69.806245,"{17}"
"1497","0011412129",8,37878,37878,8408.636428,"{36}"
"1498","0011414059",14,84408,73733,4621.817352,"{47}"
"1499","0011421815",4,2708,2708,241.135386,"{26}"
"1500","0011458999",1,41048,35690,296.67457,"{66}"
"1501","0011475738",4,416058,343981,3304.913384,"{04}"
"1502","0011548526",30,669014,669014,14064.725247,"{34,42}"
"1503","0011562717",6,54250,38529,7032.500952,"{30}"
"1504","0011563277",5,728528,728528,15258.028186,"{04,06,32}"
"1505","0011574746",2,232,232,129.708019,"{19}"
"1506","0011581931",3,19007,19007,233.765968,"{36}"
"1507","0011585528",13,25,25,26.508561,"{01,12}"
"1508","0011618238",10,17,16,21.410706,"{01,12,22,28}"
"1509","0011653508",1,14,14,89.012577,"{40}"
"1510","0011915014",4,5169,5169,473.065606,"{37}"
"1511","0011928140",1,2876,2876,36.294325,"{39}"
"1512","0011987070",2,19086,19086,105.141439,"{04}"
"1513","0012004347",3,41,41,12.879917,"{20}"
"1514","0012037123",11,54124,45601,5080.753225,"{26}"
"1515","0012141842",5,10300,6154,1141.646958,"{20}"
"1516","0012147906",1,1086,1086,24.720936,"{27}"
"1517","0012207346",1,305,305,40.278849,"{02}"
"1518","0012312963",3,77421,77421,2369.403244,"{35}"
"1519","0012328621",2,19213,19213,1376.86625,"{30}"
"1520","0012361036",1,444,444,12.456101,"{48}"
"1521","0012369286",3168,114782177,114782177,6606670.95354601,"{01,02,04,05,06,08,09,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55,56,72,78}"
"1522","0012441952",9,167796,110937,1338.74995,"{18,39}"
"1523","0012486437",18,1144387,575099,6322.145498,"{18,21,39}"
"1524","0012527156",1,9344,9323,74.510979,"{39}"
"1525","0012540670",36,76,76,18.142608,"{01,04,06,08,10,17,18,20,21,24,25,27,34,36,37,39,42,45,47,48,51,53}"
"1526","0012641163",1,2544,2531,120.741495,"{40}"
"1527","0012662698",19,59124,58558,24093.203587,"{20,40}"
"1528","0012841458",78,583563,410480,5132.851211,"{72}"
"1529","0012882643",8,49634,39263,10297.021298,"{05,40}"
"1530","0012927992",16,1572648,786324,4948.211357,"{27,55}"
"1531","0012981569",3,15203,15203,722.997422,"{06}"
"1532","0012981858",1,3216,3216,9.067131,"{06}"
"1533","0013114699",1,12022,12022,130.856241,"{41}"
"1534","0013127899",3,12625,11061,1715.670553,"{04}"
"1535","0013169313",4,10286,9152,1451.41352,"{54}"
"1536","0013194675",11,27,27,10.618063,"{18,39}"
"1537","0013198767",10,3103,3103,1321.19627,"{41}"
"1538","0013199104",10,3103,3103,1321.19627,"{41}"
"1539","0013321211",6,12148,12148,1764.302132,"{08}"
"1540","0013395207",4,6641,6641,158.378634,"{36,42}"
"1541","0013397740",12,63836,63836,2171.483561,"{36}"
"1542","0013436944",6,3357,3357,189.067667,"{20}"
"1543","0013490644",9,10383,10104,1163.876053,"{13}"
"1544","0013501689",4,22550,21529,221.842435,"{17}"
"1545","0013556972",10,4611,4606,1952.938012,"{19,27}"
"1546","0013561303",2,2537,2537,387.541544,"{27}"
"1547","0013569280",3,7757,7757,1242.284606,"{06}"
"1548","0013604616",5,16692,13343,3722.978634,"{48}"
"1549","0013613161",2,9448,8372,676.604492,"{42}"
"1550","0013686662",1,2529,2529,122.321318,"{26}"
"1551","0013709282",2,12820,12820,141.584566,"{47}"
"1552","0013769708",26,47074,47072,7875.275418,"{06,15,25,41,53,55}"
"1553","0013775002",1,37828,33590,2009.788938,"{53}"
"1554","0013778857",76,1074112,1006586,4860.155099,"{72}"
"1555","0013802327",6,61249,61219,3345.356994,"{39}"
"1556","0013866488",17,1505,1474,418.864353,"{51}"
"1557","0013869250",9,728069,728069,2696.656663,"{06}"
"1558","0014015978",3,2215,2152,749.571884,"{31}"
"1559","0014054449",7,31426,31426,652.119836,"{05,29}"
"1560","0014061097",79,1435966,793091,5828.570787,"{72,78}"
"1561","0014067565",4,2535,2535,1047.755327,"{19,29}"
"1562","0014107205",11,91166,37117,5071.15262,"{17}"
"1563","0014117139",3,4,4,0.393233,"{12}"
"1564","0014176929",3,782829,782829,4304.960659,"{04}"
"1565","0014202816",3,38032,35479,3006.32871,"{41}"
"1566","0014281588",25,1343,1342,608.627822,"{39,42,54}"
"1567","0014295679",1,577,577,298.990198,"{04}"
"1568","0014319933",2,887,736,151.064799,"{16,49}"
"1569","0014363329",1,22003,22003,384.866547,"{30}"
"1570","0014395966",4,11388,9489,1724.809875,"{42}"
"1571","0014409924",7,17013,14985,178.454938,"{05,37}"
"1572","0014426316",5,25813,25813,983.2185,"{24,42}"
"1573","0014480248",10,15876,11888,4319.446539,"{31}"
"1574","0014499438",10,1025896,1025896,9689.671218,"{12}"
"1575","0014511364",5,4104,4104,9618.838632,"{53}"
"1576","0014531073",29,401,368,61.672957,"{11,24,25,34,36,37,51}"
"1577","0014540751",8,1608,1606,806.229933,"{19,55}"
"1578","0014561450",5,23342,23342,3695.66945,"{30}"
"1579","0014642235",2,1831,1831,121.051322,"{08}"
"1580","0014645576",7,169955,169955,6325.256491,"{48}"
"1581","0014663652",4,7782,7782,1052.04247,"{19}"
"1582","0014677009",1,34,17,0.997087,"{36}"
"1583","0014694327",32,418157,418157,11095.582637,"{16,41,53}"
"1584","0014705602",2,4966,4966,1194.356199,"{08}"
"1585","0014767164",1,1673,1673,14.556537,"{42}"
"1586","0014802524",1,5062,5027,53.588022,"{37}"
"1587","0014817035",8,3302,3302,19.649513,"{17}"
"1588","0014817357",182,95649,95649,878.645598,"{04,05,06,08,13,16,18,19,20,26,29,30,31,35,39,40,45,48,51,53,55,56}"
"1589","0014860472",5,45460,45460,1847.207271,"{40}"
"1590","0014860530",6,11034,7302,2714.813763,"{35}"
"1591","0014935183",5,1946,1946,1073.21156,"{39}"
"1592","0014973705",41,912,912,501.27841,"{06,41,53}"
"1593","0015017189",88,731070,649298,61295.54784,"{17,26,27,55}"
"1594","0015024946",9,38735,16594,2953.407824,"{48}"
"1595","0015034358",4,2475,2475,880.643106,"{26}"
"1596","0015045149",3,2785,2785,548.412767,"{27}"
"1597","0015273956",2,4983,4983,81.437286,"{08}"
"1598","0015307416",1,15,15,4.152498,"{39}"
"1599","0015331689",53,92,92,21.184035,"{08,17,18,19,26,27,29,30,31,38,46,55}"
"1600","0015332265",2,919,882,290.188407,"{06}"
"1601","0015336449",82,1234161,1223554,19988.304759,"{09,10,12,23,24,33,36,39,42,45,51,54}"
"1602","0015337090",6,1787,1763,837.273955,"{25,36}"
"1603","0015340417",36,63975,52500,1881.895281,"{08,31}"
"1604","0015457351",11,274281,274281,13349.647779,"{08}"
"1605","0015466766",3,1475,1475,214.650706,"{26}"
"1606","0015518590",1,1691,1676,840.533374,"{53}"
"1607","0015534886",2,363,363,36.587153,"{04,06}"
"1608","0015535271",7,97795,59861,7951.347347,"{41,53}"
"1609","0015540669",77,37078,37078,3034.359066,"{17,19,20,29}"
"1610","0015555550",3,1899,1899,383.748809,"{19}"
"1611","0015561350",10,16722,16722,1434.956435,"{18}"
"1612","0015573256",29,699449,641266,27694.141461,"{17,55}"
"1613","0015592397",11,221818,221245,11854.204289,"{16,53}"
"1614","0015607229",1,921,921,173.351952,"{55}"
"1615","0015616642",7,57023,36896,5492.528513,"{56}"
"1616","0015643182",7,76034,58240,8413.836017,"{56}"
"1617","0015678931",3,4544,4544,269.20536,"{26}"
"1618","0015679053",1,24076,14395,2265.427882,"{41}"
"1619","0015683816",4,78773,78331,356.564804,"{19}"
"1620","0015718596",4,30,30,10.518867,"{21}"
"1621","0015753262",7,39522,27527,2576.577721,"{21,47}"
"1622","0015784663",336,2738233,2722344,64588.709183,"{04,05,06,16,20,21,22,28,29,32,35,37,39,40,48,51,54}"
"1623","0015798648",32,73298,63935,17487.485924,"{20,40}"
"1624","0015805351",5,242713,242713,1231.226116,"{18,21}"
"1625","0015817075",1,473,473,2.669788,"{32}"
"1626","0015966914",6,9060,8645,696.549659,"{18}"
"1627","0015988272",3,751,751,408.656761,"{48}"
"1628","0016004012",2,2,2,1.786307,"{48,54}"
"1629","0016004087",13,153833,153833,838.479371,"{32,49}"
"1630","0016022618",26,751651,751651,39422.995691,"{23,33}"
"1631","0016026965",12,61367,61351,7270.80881,"{05,29}"
"1632","0016050122",1,16,16,12.247066,"{17}"
"1633","0016051450",1,418,418,6.991945,"{29}"
"1634","0016053431",5,9649,9649,2065.19234,"{48}"
"1635","0016058422",3,40,40,44.40241,"{17}"
"1636","0016064842",6,73350,68227,2219.314632,"{42}"
"1637","0016069635",3,67443,40473,3056.007361,"{39}"
"1638","0016079766",8,251144,251144,313.721325,"{06}"
"1639","0016079956",17,53868,50867,3986.714489,"{18,26}"
"1640","0016083180",7,9316,9316,967.183034,"{17}"
"1641","0016083198",10,124,124,15.384253,"{04,06,12}"
"1642","0016084675",8,17181,16917,17803.890506,"{08,20}"
"1643","0016084683",1,4438,4438,1700.728131,"{08}"
"1644","0016085920",37,255894,250567,22365.222593,"{40}"
"1645","0016086035",1,90,89,79.699732,"{19}"
"1646","0016087298",5,66609,66609,86.436547,"{72}"
"1647","0016094708",3,713,713,281.896793,"{18}"
"1648","0016095432",6,712687,712685,3714.065012,"{11,24}"
"1649","0016095622",3,12446,12445,239.446924,"{12}"
"1650","0016095713",7,12424,10886,2614.696839,"{17}"
"1651","0016096752",33,289846,194608,16326.91588,"{17,18,26,39}"
"1652","0016098931",10,166022,158684,5382.547578,"{39}"
"1653","0016099053",1,1791,1712,292.258772,"{55}"
"1654","0016101453",5,602,602,740.028112,"{17}"
"1655","0016102832",1,19678,9838,1444.892663,"{56}"
"1656","0016123374",3,41886,41886,2150.616701,"{06}"
"1657","0016128977",3,19904,19904,578.788159,"{34}"
"1658","0016155822",15,388380,364692,6134.065642,"{55}"
"1659","0016162661",5,946,941,914.195865,"{41}"
"1660","0016173635",1,55,55,2.646675,"{11}"
"1661","0016194516",1,868,868,655.168178,"{35}"
"1662","0016195810",4,9043,9043,561.107996,"{06}"
"1663","0016202236",2,8439,8427,558.808164,"{37}"
"1664","0016230526",10,185042,185042,8460.87362,"{06}"
"1665","0016237927",1,3490,3490,21.191564,"{31}"
"1666","0016245581",6,1984,1984,970.154195,"{28}"
"1667","0016251530",12,24003,20664,2566.619895,"{17,18}"
"1668","0016286825",1,4917,4733,309.71526,"{08}"
"1669","0016324980",1,127,127,23.938066,"{13}"
"1670","0016368920",22,33144,30357,8909.632424,"{05,29}"
"1671","0016379380",2,1400,1400,189.900308,"{20}"
"1672","0016385205",8,12914,8977,3072.670923,"{16,56}"
"1673","0016388589",4,62,57,18.679728,"{11,24,51}"
"1674","0016419392",7,17103,16787,3947.613761,"{27}"
"1675","0016469306",7,21042,17581,1372.176294,"{18}"
"1676","0016474868",4,13386,13386,977.421915,"{39,54}"
"1677","0016479917",1,17828,17828,392.671994,"{12}"
"1678","0016509242",4,3430,3401,909.12771,"{40}"
"1679","0016536344",1,3637,3637,2183.740186,"{02}"
"1680","0016555849",273,6246,6202,1405.623612,"{01,04,05,06,08,10,11,12,13,16,17,18,19,20,21,22,24,26,27,29,30,31,32,35,36,37,38,39,40,41,42,45,47,48,49,51,53,54,55,56}"
"1681","0016561649",2,964,962,849.05176,"{08}"
"1682","0016569485",2,1427,1427,283.426462,"{33,50}"
"1683","0016641185",2,25940,25940,935.951377,"{06}"
"1684","0016676249",1,143,143,26.988329,"{06}"
"1685","0016829194",2,628,627,220.200006,"{53}"
"1686","0016852865",3,3640,3640,881.715603,"{26,55}"
