"brand_name","state_abbr","technology","provider_id","cnt_services","cnt_bcat_locations","count"
"SkyRider Communications  LLC","TX",50,"380175 ","229","229","74"
"Springville Cooperative Telephone Association, Inc.","IA",10,"131243 ","228","228","42"
"Wisp West| Celerity Internet","WY",70,"340029 ","228","228","52"
"MTC Technologies","IA",70,"130805 ","228","228","58"
"Veloxinet","IL",70,"280063 ","228","228","34"
"The Hancock Telephone Co","NY",10,"131337 ","228","228","36"
"Northern Telephone","MT",10,"130945 ","226","226","60"
"One Ring Networks","CA",71,"360061 ","226","226","217"
"Tri-Co Technologies, LLC dba Tremolo Communications","MN",10,"350106 ","226","226","4"
"Xfinity","NJ",50,"130317 ","225","225","160"
"BCCTC","IA",10,"130096 ","225","225","59"
"Douglas Services, Inc.","OR",40,"190126 ","225","225","112"
"GoNetworkPR","PR",50,"420168 ","225","225","10"
"CRC Communications LLC","MA",72,"131378 ","225","225","46"
"Charter Communications Inc","WV",50,"130235 ","224","224","118"
"St John Cable Company","WA",40,"131247 ","224","224","31"
"Fort Mojave Telecommunications, Inc.","NV",50,"130509 ","223","223","4"
"Mitchell Telecom","SD",10,"350012 ","223","223","17"
"PlumasSierraTelecommunications","CA",70,"160141 ","223","223","112"
"ANTS-Technology| ANTS-Wifi| ANTS-Fiber","TX",50,"330006 ","222","222","41"
"LaZerArt, Inc.","FL",70,"450064 ","222","221","36"
"Cal-Ore Communications, Inc.","CA",70,"160127 ","222","222","73"
"Webpass, Inc.","FL",70,"240041 ","222","222","177"
"Sister Lakes Cable","MI",50,"250069 ","222","222","41"
"bloosurf","DE",50,"290018 ","222","222","7"
"SDC Internet","NM",70,"450113 ","221","221","140"
"Optimum","WV",50,"130370 ","220","220","140"
"Azure Standard","OR",70,"370012 ","220","220","48"
"Countrymen Communications","WV",70,"400012 ","220","220","219"
"Comporium Fort Mill","SC",10,"131125 ","219","219","62"
"TCT Internet (up to 10/1)","WY",10,"131366 ","219","219","92"
"Crown Castle Fiber LLC","IN",50,"400092 ","218","218","133"
"Glo Fiber Enterprise","PA",50,"131181 ","218","218","139"
"TDS Telecom","AZ",40,"131310 ","218","218","13"
"Electra Telephone Company","TX",50,"190233 ","216","216","53"
"TPx Communications","MA",10,"131386 ","216","216","211"
"EllumNet","TX",50,"440172 ","215","213","65"
"Rural Telecommunications of America","TX",50,"390108 ","214","214","7"
"Massivemesh Networks","NY",70,"310059 ","214","214","124"
"Mobilcomm  Inc dba Heavenwire.net","IN",70,"130316 ","214","214","121"
"Kwikbit Inc.","LA",70,"460049 ","213","213","6"
"Mercury Broadband","MI",50,"190236 ","212","212","37"
"Fast AIr Internet| Inc","WI",70,"240035 ","212","212","39"
"Fast AIr Internet| Inc","WI",70,"460026 ","212","212","39"
"NETSPEEDMS","MS",70,"410077 ","212","212","74"
"Hunter Communications Inc.","CA",50,"300066 ","212","212","96"
"ZAYO GROUP, LLC","ID",50,"130982 ","211","211","175"
"Chugwater Telephone Company","WY",70,"220073 ","210","210","38"
"WeLink Communications, Inc","TX",70,"460092 ","210","210","147"
"Webpass, Inc.","CO",70,"240041 ","209","209","141"
"Beaver_Valley_Cable","PA",50,"190046 ","208","208","37"
"Dickey Rural Telephone Coop","SD",50,"130405 ","207","207","83"
"Advanced Communications Technology, Inc.","WY",10,"131090 ","206","206","49"
"Fusion","CA",10,"360117 ","206","206","204"
"Communications Plus, Inc.","WV",50,"131303 ","206","206","10"
"Aristotle Unified Communications","AR",50,"270012 ","205","205","55"
"Massena Telephone Company","IA",71,"130787 ","204","204","150"
"Fox Xchange","IA",50,"460675 ","204","204","39"
"River Canyon Wireless Inc","CO",70,"300132 ","203","203","44"
"SonicNet Inc.","WI",50,"270077 ","202","202","11"
"West River Cooperative Telephone Company","ND",50,"140101 ","202","202","98"
"Swiftel Communications","SD",10,"130271 ","201","201","47"
"Four States Fiber","OK",50,"450119 ","201","201","36"
"Bros Broadband LLC","TX",70,"460015 ","201","201","20"
"Mud Lake Telephone Cooperative Assn, Inc.","ID",70,"130874 ","200","200","95"
"Central Scott Telephone Company, Inc.","IA",70,"160127 ","200","131","34"
"Cogent Communication","TX",50,"200014 ","199","199","172"
"Farmers Rural Connect, Inc.","AR",50,"480037 ","199","199","16"
"Olin Telephone Company","IA",10,"130974 ","198","198","78"
"Fiber Fast Homes","FL",50,"470030 ","198","198","4"
"Fitchburg Fiber LLC d.b.a. Fitchburg Fiber Company","MA",70,"460033 ","197","197","55"
"Hankins Information Technology Inc.","CA",50,"360119 ","197","197","16"
"Princeton Electric","KY",50,"300118 ","197","197","66"
"Bretton Woods Telephone Company","NH",50,"430181 ","196","196","22"
"Fort Randall Telphone Company","SD",10,"150266 ","196","196","21"
"Crown Castle Fiber LLC","MD",50,"400092 ","196","196","95"
"BOYCOM CABLEVISION INC.","MO",50,"190059 ","195","195","32"
"Optimus Communications","CO",40,"410076 ","194","194","22"
"Northern Telephone & Data","WI",50,"130943 ","194","194","69"
"Intermax Networks","ID",40,"170071 ","193","193","13"
"searsborobdc6302023842023","IA",50,"131172 ","193","193","74"
"Meridian LTE, LLC","TX",70,"130311 ","192","192","70"
"Siyeh Communications","MT",50,"410090 ","192","192","50"
"Acentek","IA",72,"130008 ","191","191","41"
"Pine Drive Telephone Co","CO",50,"130674 ","190","190","24"
"Rally Networks","WA",10,"130986 ","190","190","28"
"Telefonica","PR",50,"131308 ","190","190","54"
"Southeast MN Wifi LLC","MN",50,"390107 ","189","189","15"
"NMSurf","NM",50,"360105 ","189","189","35"
"Chugwater Telephone Company","WY",50,"220073 ","188","188","20"
"Pavlov Media","IA",50,"210061 ","188","188","13"
"La Jicarita Rural Telephone Cooperative","NM",10,"130708 ","188","188","57"
"Zavala Communications","CA",70,"430100 ","187","187","29"
"Xfinity","DC",50,"130317 ","186","186","143"
"Adirondack Broadband","NY",70,"480003 ","186","186","12"
"Superior Telephone Cooperative","IA",50,"131276 ","185","185","62"
"Southern FiberWorx, LLC","GA",70,"390164 ","185","185","6"
"Aeronet Wireless Broadband LLC","VI",70,"370151 ","185","185","29"
"Center Junction Telephone Company","IA",50,"130223 ","185","185","47"
"HINTON","OK",10,"130614 ","184","184","106"
"""EATEL Corp.""","LA",10,"130432 ","184","184","79"
"River Canyon Wireless Inc","CO",72,"300132 ","183","183","41"
"Blanchard Telephone Association, Inc.","MI",50,"130134 ","183","183","34"
"FBA FTC 063023","CO",50,"130487 ","183","183","39"
"LHTC Broadband`","PA",50,"130721 ","183","183","23"
"Meridian LTE, LLC","TX",71,"130311 ","183","183","57"
"Cogent Communication","NY",50,"200014 ","183","183","158"
"SKT, Inc.","KS",50,"140092 ","183","183","19"
"Telnet Worldwide, Inc.","MI",10,"190364 ","181","181","177"
"Pathfinder","CO",50,"400035 ","181","181","29"
"Otelco Telephone LLC","AL",10,"131378 ","181","181","30"
"Terral Telephone","OK",70,"131320 ","180","180","84"
"Webpass, Inc.","WA",70,"240041 ","180","180","144"
"gcibroadband","GA",70,"250045 ","180","180","120"
"AirFi, Inc.","GA",72,"410002 ","178","178","91"
"Netafy","ME",70,"370115 ","178","178","18"
"Sharon Telephone Company","IL",50,"131179 ","178","178","34"
"Summit Telephone and Telegraph Company","AK",50,"150307 ","178","178","22"
"Prairieburg Telephone Company, Incorporated","IA",50,"190233 ","178","178","48"
"Reynolds Cable, Inc.","IL",70,"131106 ","177","177","73"
"LHTC BROADBAND","PA",10,"130721 ","177","177","107"
"Lightspeed Networks","WA",50,"190227 ","177","177","145"
"SDN Communications","MN",50,"300135 ","177","177","65"
"Allstream Business US, LLC","MN",10,"130982 ","176","176","165"
"killduffbdc6302023892023","IA",50,"130695 ","176","176","59"
"CenCom, Inc.","NE",50,"130941 ","175","175","59"
"Pinpoint Communications Inc","NE",70,"131043 ","175","175","106"
"Cowboy Internet Servies","AR",71,"470023 ","175","175","34"
"Craw Kan Telephone Cooperative Inc","OK",10,"130364 ","175","175","51"
"Trans-Cascades Telep","OR",10,"130206 ","175","175","58"
"United Wireless Communications, Inc.","KS",50,"131395 ","175","175","85"
"CenturyLink","SD",71,"130228 ","174","174","111"
"Mobilcomm  Inc dba Heavenwire.net","OH",70,"130316 ","173","172","78"
"Xiber, LLC","IN",50,"380177 ","173","173","94"
"Verso Networks","CO",70,"310079 ","173","173","134"
"Radio Link Internet","MN",50,"260038 ","173","173","40"
"Cox Communications","RI",50,"130360 ","173","173","18"
"Patriot Broadband","AR",70,"460616 ","173","173","65"
"Allband Communications Cooperative","MI",50,"160103 ","172","172","39"
"Mercury Broadband","OH",70,"190236 ","172","172","80"
"ZAYO GROUP, LLC","NY",50,"130982 ","171","171","161"
"FRONTIER","NV",50,"130258 ","171","171","7"
"EagleZip.com","PA",70,"360025 ","171","171","79"
"STS Broadband, LLC","IA",70,"430078 ","169","169","60"
"Lightspeed Networks","OR",10,"190227 ","169","169","142"
"Sytek","MN",40,"131401 ","169","169","24"
"The World","OK",50,"130083 ","169","168","89"
"Northern Telephone & Data","WI",10,"130943 ","166","166","110"
"Hyperflex Broadband","GA",70,"460042 ","166","166","48"
"DSI Stream","FL",50,"420036 ","165","165","4"
"ATC Communications","UT",50,"130032 ","165","165","31"
"CALLAWAY","MN",50,"130074 ","165","165","47"
"Glo Fiber Enterprise","WV",50,"131181 ","165","165","147"
"Optimum","LA",50,"130370 ","164","164","74"
"TPx Communications","NV",10,"131386 ","164","164","155"
"Windstream Georgia Communications, LLC","GA",40,"131413 ","163","163","25"
"702 Communications","MN",71,"131408 ","163","163","122"
"Midwest Telecom of America, Inc.","IN",70,"130834 ","163","163","92"
"Swift-Stream Internet","WA",50,"470055 ","162","162","3"
"Fusion Cloud Services, Inc.","TX",50,"360117 ","162","162","157"
"Arrowhead Broadband","MO",50,"450118 ","161","161","9"
"Pine Bluff Cable Television, Inc.","AR",50,"150334 ","160","160","6"
"Xfinity","OR",50,"130317 ","160","160","82"
"Ducor Telephone Company","CA",50,"131416 ","160","160","25"
"Cox Communications","ID",50,"130360 ","160","160","10"
"Xfinity","MN",50,"130317 ","159","159","127"
"Xfinity","DE",50,"130317 ","159","159","45"
"Tritech Wireless LLC","FL",70,"430219 ","159","159","26"
"Terabit Networks","UT",50,"450047 ","159","159","20"
"Vyve Broadband","CO",50,"410114 ","158","158","31"
"Central Scott Telephone Company, Inc.","IA",40,"160127 ","157","157","14"
"PDTFast.NET","OR",50,"450099 ","157","157","13"
"Servpac","HI",50,"250070 ","157","157","128"
"UpNetWI","WI",72,"370132 ","157","157","51"
"UPN","VA",50,"350042 ","157","157","6"
"ONE Burbank","CA",50,"260007 ","156","156","80"
"ImOn Communications, LLC","IA",70,"160160 ","156","156","31"
"KWISP","IL",72,"200019 ","156","156","107"
"DCN LLC","ND",50,"460024 ","155","155","138"
"TDS Telecom","SC",50,"131310 ","155","155","19"
"Brazos Communications","TX",10,"130153 ","155","155","61"
"Veloxinet","IL",50,"280063 ","155","155","7"
"ZAYO GROUP, LLC","NV",50,"130982 ","155","155","136"
"Omsoft","CA",50,"440162 ","154","154","3"
"SC BROADBAND","AZ",50,"131219 ","154","154","35"
"Wabash Mutual Telephone","IN",50,"131444 ","154","154","34"
"Poka Lambro Telephone Cooperative, Inc.","TX",70,"131055 ","154","154","38"
"Kwikbit Inc.","OK",70,"460049 ","153","153","2"
"Citynet LLC","WV",70,"190435 ","152","152","82"
"Guthrie Telecommunications Network, Inc","IA",70,"131008 ","152","152","110"
"Atlas Broadband","OK",50,"380157 ","151","151","11"
"SBT Internet","UT",70,"320080 ","150","150","109"
"TCT Internet (Up to 10/1) Ten Sleep","WY",10,"131366 ","150","150","46"
"MTE Communications","AZ",70,"130831 ","149","149","70"
"Starry Inc.","MA",50,"390110 ","149","149","91"
"Mabel Cooperative Telephone Company","MN",10,"130767 ","149","149","45"
"Lane Fi","OR",70,"360116 ","148","148","17"
"HiCountryNet","UT",50,"410188 ","148","148","9"
"Hancock Telephone Co","PA",50,"131337 ","148","148","21"
"Foster Communications LLC","WV",70,"430035 ","148","148","5"
"Pine Telephone Company","OK",10,"131039 ","148","148","37"
"Everstream","PA",50,"330025 ","147","147","23"
"Wired or Wireless Inc.","WA",50,"131497 ","147","147","66"
"Cambridge Telephone Company","NE",10,"131043 ","147","147","22"
"Mid-Maine TelPlus LLC","ME",50,"131378 ","147","147","78"
"Holland Board of Public Works","MI",50,"370050 ","146","146","26"
"RJM Networks","TN",71,"460662 ","146","146","27"
"FRONTIER","NM",10,"130258 ","146","146","41"
"Havilland Telephone","KS",10,"160127 ","145","145","76"
"Cyber Broadband","AL",50,"460023 ","144","144","2"
"Golden West Telecommunications","NE",50,"130550 ","144","144","43"
"HotSpot iT Services, LLC","TX",70,"430197 ","144","144","97"
"Winthrop Telephone Company","MN",50,"130718 ","144","144","63"
"Megabea","OH",70,"460569 ","143","143","66"
"UPN","MT",50,"350042 ","143","143","3"
"Aan Chuuphan","CA",72,"340042 ","143","143","28"
"702 Communications","MN",50,"131408 ","143","143","75"
"Amery_Telcom_Inc","WI",10,"130057 ","142","142","28"
"TCT Internet (Up to 50/20)","WY",10,"131366 ","142","142","46"
"CCT Telecomm","CA",70,"310018 ","142","142","94"
"S-Net Communications","IL",50,"230042 ","142","142","24"
"Scott County Telephone Coop","TN",50,"131170 ","141","141","17"
"Casey Mutual Telephone Company","IA",10,"130207 ","139","139","40"
"Minnesota Valley","MN",10,"130718 ","139","139","21"
"Grandview Mutual Telephone","IL",10,"130563 ","138","138","36"
"Nevada County Fiber Inc.","CA",50,"450158 ","138","138","17"
"Partner Communications Cooperative","IA",40,"131010 ","138","138","7"
"Crown Castle Fiber LLC","VA",50,"400092 ","138","138","69"
"Runestone Telephone Association","MN",70,"131139 ","137","137","89"
"Mediacom_Illinois_LLC","IL",50,"130804 ","137","137","19"
"Beaver Creek Cooperative Telephone Company","OR",50,"130104 ","137","137","32"
"OREGON_IDAHO UTILITIES","OR",50,"131123 ","137","137","48"
"netBlazr Inc.","MA",70,"240066 ","136","136","107"
"Mercury Broadband","MI",70,"190236 ","136","136","38"
"H&B Cable Service, Inc","KS",70,"130581 ","136","136","88"
"RR Cable Company","WA",40,"130651 ","135","135","40"
"ArmstrongUtilitiesInc","MD",50,"130071 ","135","135","23"
"WeLink Communications, Inc","NE",70,"460092 ","135","135","37"
"UPN","IN",50,"350042 ","135","135","3"
"Wired or Wireless Inc.","ID",50,"131497 ","134","134","22"
"Fatbeam","WA",50,"300057 ","134","134","108"
"Starry Inc.","NY",50,"390110 ","133","133","79"
"South Valley Internet","CA",50,"350094 ","133","133","50"
"Windstream Georgia Communications, LLC","AL",10,"131413 ","133","133","13"
"Spring Grove Communications","IA",50,"131240 ","133","133","33"
"NCATS","MI",50,"420181 ","132","132","14"
"MVWIFI,LLC","MA",70,"460663 ","132","132","6"
"BendTel","OR",50,"200008 ","132","132","74"
"United Utilities, Inc.","AK",50,"130534 ","132","132","8"
"Amherst Telephone Company","WI",10,"130058 ","131","131","63"
"Midway Net LLC","IL",70,"380178 ","131","131","42"
"Anthem Broadband","MT",72,"320127 ","130","130","17"
"Wisper ISP, LLC","AR",72,"430176 ","130","130","41"
"Clara City Telephone Comapny","MN",10,"150266 ","130","130","19"
"CLEMENTS TELEPHONE COMPANY","MN",10,"130074 ","130","130","31"
"Viasat Carrier Services","AZ",60,"290111 ","130","130","6"
"CALTEL Connections","CA",70,"130189 ","130","130","50"
"Mohawk Networks LLC","NY",70,"300110 ","130","130","89"
"LTD Broadband","MO",70,"240056 ","129","129","60"
"GigFire","MO",70,"480044 ","129","129","60"
"Clear Creek Mutual Telephone","OR",10,"130289 ","128","128","12"
"Pacific PUD","WA",50,"290075 ","128","126","83"
"Rice Belt Telephone Company Inc","AR",10,"131108 ","128","128","58"
"Docomo Pacific","MP",50,"130999 ","128","128","41"
"THE STONEHAM COOPERATIVE TELEPHONE CORPORATION","CO",50,"131265 ","127","127","45"
"MountainLink","ID",70,"460052 ","127","127","42"
"City of Cartersville","GA",50,"180011 ","127","127","73"
"bright.net north","OH",50,"130481 ","126","126","45"
"BDC FIXED BROADBAND AVAILABILITY","IA",70,"130353 ","125","125","91"
"ZAYO GROUP, LLC","UT",50,"130982 ","125","125","114"
"X-Tech","ND",70,"370146 ","125","125","49"
"South Dakota Wireless Internet","SD",50,"480015 ","125","125","30"
"Clearnetworx","CO",40,"310024 ","125","125","12"
"Allied Telecom Group, LLC","DC",10,"220005 ","123","123","95"
"Emerald Broadband, LLC","OR",70,"410035 ","123","123","67"
"BWTelcom","NE",10,"130114 ","122","122","40"
"Fusion","CA",50,"360117 ","122","122","121"
"ResTech Services","WI",50,"460593 ","122","122","79"
"Wisper ISP, LLC","IN",70,"430176 ","121","121","48"
"fixedbroadbandavailabiity6.30.2023","MN",10,"130956 ","121","120","42"
"ICS Advanced Technologies","IA",70,"300186 ","121","121","79"
"Rye Telephone","CO",10,"300192 ","121","121","30"
"CLEC","WA",70,"131475 ","120","120","46"
"Wharton County Electric Cooperative Inc.","TX",70,"150335 ","120","120","70"
"Simple Fiber","MD",50,"440197 ","120","119","74"
"WeLink Communications, Inc","CA",70,"460092 ","120","120","32"
"West Side Telecommunications","WV",50,"131303 ","118","118","19"
"Cox Communications","IA",50,"130360 ","118","118","10"
"M3 Wireless Inc.","MI",50,"470102 ","117","117","12"
"reasnorbdc6302023","IA",50,"140076 ","117","117","33"
"Telefonica","PR",10,"131308 ","117","117","38"
"Southeastern Services","FL",50,"160151 ","117","117","55"
"On-Ramp Indiana Inc.","IN",50,"380095 ","116","116","13"
"Eastern Shore Communications","VA",50,"280020 ","116","116","22"
"Skywire Networks","NY",10,"210101 ","116","116","101"
"Everfast Fiber Networks","MO",50,"470028 ","116","116","17"
"Hotwire Communications","PA",40,"130623 ","116","116","40"
"Panora Cooperative Cablevision Association, Inc","IA",40,"131008 ","116","116","14"
"Router12 Networks LLC","IA",50,"300131 ","115","115","24"
"Cox Communications","OH",50,"130360 ","115","115","16"
"Geneva On-Line","WI",50,"190169 ","115","115","16"
"Alamo Broadband","GA",70,"290007 ","115","115","115"
"Public Utility District No.1 of Okanogan County","WA",50,"300112 ","115","115","92"
"reasnorbdc6302023","IA",10,"140076 ","115","115","47"
"Smart City Solutions II LLC","FL",50,"130795 ","115","115","98"
"Router12 Networks LLC","IA",40,"300131 ","115","106","22"
"IdeaTek","KS",10,"190410 ","115","115","70"
"Twin Valley Communications, Inc","KS",70,"140092 ","114","114","70"
"Cape Ann Communications","MA",70,"310016 ","114","114","16"
"BWTelcom","KS",50,"130114 ","114","114","56"
"Global Net","MT",50,"300138 ","113","113","111"
"ZAYO GROUP, LLC","VA",50,"130982 ","113","113","88"
"Crown Castle Fiber LLC","IL",50,"400092 ","113","113","89"
"Tishomingo Connect","AL",50,"440099 ","113","113","8"
"FiberComm LC","IA",10,"190150 ","112","112","108"
"WiFi Services Caribbean","PR",50,"450136 ","112","112","32"
"EFIBER","UT",70,"130453 ","111","111","6"
"Redzone Wireless, LLC","ME",50,"360125 ","111","111","6"
"Great Plains Broadband LLC","CO",50,"130569 ","111","111","14"
"MCTV","WV",50,"130788 ","111","111","6"
"Home Telenetworks","IL",50,"131074 ","110","110","8"
"AireBeam","AZ",40,"420045 ","110","110","9"
"TCT Internet (Up to 50/20) Ten Sleep","WY",10,"131366 ","110","110","39"
"Fusion","CA",70,"360117 ","110","110","109"
"OneSource Communications","TX",70,"380170 ","109","109","71"
"Kwikbit Inc.","FL",70,"460049 ","109","109","1"
"Viola Home Telephone Co.","IL",70,"131431 ","109","109","83"
"Valley Communications Association, Inc.","CA",70,"360094 ","109","109","41"
"J & R Electronics","ID",72,"470109 ","108","108","72"
"Hot Springs Telephone Co","MT",50,"130622 ","108","108","27"
"Big Bend Telephone Company, Inc","TX",72,"130123 ","107","107","45"
"Consolidated Communications","GA",10,"130335 ","107","107","14"
"FirstLight Fiber","PA",50,"130993 ","107","107","106"
"Big Bend Telephone Company, Inc","TX",71,"130123 ","107","107","45"
"Waldron Telephone Company","MI",50,"130511 ","106","106","17"
"Northern Iowa Telephone Company","MN",50,"130877 ","106","53","25"
"LOCAL ACCESS NETWORK LLC dba Milaca Local Link","MN",50,"130115 ","106","106","15"
"One Ring Networks","GA",70,"360061 ","106","106","100"
"KGICOMMUNICATIONS LLC","VA",50,"380065 ","105","105","9"
"Southwest Texas Communications","TX",70,"131234 ","105","105","60"
"Fidelity","OK",50,"130183 ","105","105","12"
"Wayne Technologies LLC","MI",50,"440184 ","105","105","9"
"Carnegie Telephone Company","OK",70,"130201 ","104","104","62"
"CenturyLink","MN",71,"130228 ","104","104","49"
"First Step Internet, LLC","ID",50,"130500 ","104","104","64"
"Wave Wireless","OK",70,"131453 ","103","103","33"
"Interlakes Wireless LLC","SD",71,"300194 ","103","103","74"
"InfoBunker","IA",70,"370155 ","102","102","77"
"Great Plains Communications LLC","KS",10,"130569 ","102","95","55"
"Wireless Data Net  LLC","IL",50,"250085 ","102","102","10"
"TCT Internet (Up to 75/50- Frannie)","WY",10,"131366 ","102","102","28"
"PHOENIX LONG DISTANCE","OK",50,"190233 ","102","102","25"
"Leonore Mutual Telephone Company, Inc.","IL",10,"130735 ","102","102","34"
"Windstream Accucomm Telecom, LLC","GA",50,"131413 ","101","101","22"
"Allied Telecom Group, LLC","DC",50,"220005 ","101","101","89"
"Mount Horeb Telephone Copmany dba MHTC","WI",50,"130862 ","101","101","55"
"LeapStream","IL",70,"220036 ","100","100","77"
"City of Griffin","GA",50,"470015 ","99","99","13"
"Georgia Windstream, LLC.","GA",71,"131413 ","99","99","32"
"Web Fire Communications, Inc.","TX",10,"180064 ","99","99","89"
"Warwick Broadband Service","MA",72,"360090 ","98","98","24"
"Consolidated Communications","MA",10,"130335 ","98","98","17"
"Fusion Cloud Services, Inc.","CA",50,"360117 ","97","97","96"
"TCT Internet (Up to 30/10)","WY",10,"131366 ","97","97","50"
"Bevcomm","IA",50,"130142 ","97","97","45"
"cntpnt63020238102023","IA",71,"131613 ","97","97","66"
"West LIberty Telephone Company","IA",10,"131463 ","97","97","37"
"Comporium Springboard","NC",10,"131125 ","97","97","8"
"Crown Castle Fiber LLC","NC",50,"400092 ","97","97","62"
"Le-Ru Telephone Company","MO",50,"130736 ","96","96","28"
"Fusion Cloud Services, Inc.","GA",50,"360117 ","96","96","92"
"First Communications","IL",10,"130499 ","96","96","92"
"Sierra Communications","NM",10,"130090 ","96","96","15"
"First Communications","OH",50,"130499 ","95","95","79"
"Celito Communications","NC",50,"260005 ","95","95","64"
"Optivon","PR",50,"190280 ","95","95","93"
"Mid-Plains Rural Telephone Cooperative, Inc.","TX",10,"130825 ","95","95","14"
"Airbridge Broadband","ID",72,"390006 ","95","95","27"
"Willard Telephone CO","CO",50,"131487 ","95","95","38"
"Xtel Communications","NJ",50,"300097 ","94","94","90"
"Telesystem","PA",50,"310090 ","94","94","92"
"Dalton Telephone Company","NE",70,"300192 ","94","94","29"
"Bergen Telephone Company","WI",50,"130119 ","94","94","13"
"Servpac","HI",10,"250070 ","94","94","88"
"RT Communications Inc.","SD",10,"131090 ","94","94","21"
"NetFortris","CA",50,"300103 ","93","93","90"
"WMTel","IA",50,"131507 ","93","93","12"
"TCT Internet (Up to 5/1) Greybull Shell","WY",10,"131366 ","93","93","35"
"Diller Telephone Company","KS",50,"150250 ","93","93","36"
"Nucla-Naturita Telephone Company","CO",50,"130962 ","93","93","27"
"BLIP Networks","MO",70,"200006 ","93","93","50"
"Impact Internet","PA",70,"440200 ","93","93","17"
"Fusion","OH",50,"360117 ","93","93","90"
"TCT Internet (Up to 30/10) Lovell","WY",10,"131366 ","92","92","39"
"Mid-Hudson Data Corp","NY",40,"240058 ","91","91","38"
"PennWisp LLC","PA",72,"320074 ","91","91","28"
"Beehive Broadband","NV",50,"130106 ","90","90","51"
"Cyber Mesa","NM",50,"190506 ","90","90","12"
"ArkLaNet","MS",70,"380175 ","90","90","26"
"Info-Ed, Inc.","TN",70,"130647 ","90","90","48"
"Blue Sky Wireless","IN",70,"420012 ","90","90","42"
"MTE Communications","ID",50,"130831 ","90","90","17"
"FRONTIER","IA",50,"130258 ","90","90","14"
"Bergen Telephone Company","IL",50,"130119 ","89","89","18"
"Telesystem","NJ",50,"310090 ","89","89","87"
"Wi-Fiber Inc","UT",50,"370141 ","89","89","39"
"Madrone Broadband","CA",50,"470049 ","89","89","4"
"Eagle Internet LLC","AL",70,"190341 ","88","88","55"
"NuVisions","NY",10,"370079 ","88","88","83"
"Agate Mutual Telephone Cooperative Association, Inc","CO",50,"130017 ","87","87","17"
"Fusion","FL",10,"360117 ","87","87","87"
"LightBurst Broadband","UT",50,"130580 ","87","87","28"
"Tatum Telephone Company","TX",50,"190233 ","87","87","19"
"PlumasSierraTelecommunications","NV",70,"160141 ","87","87","27"
"Telefonica","FL",10,"131308 ","87","87","85"
"MCC_Missouri_LLC","OK",40,"130804 ","87","87","18"
"Salish Networks","WA",10,"310061 ","86","86","40"
"Zito Media","ID",50,"160157 ","86","86","2"
"Agate Mutual Telephone Cooperative Association, Inc","CO",10,"130017 ","86","86","22"
"TCT Internet (Up to 5/1) Lovell","WY",10,"131366 ","86","86","44"
"USECnet","CO",70,"430090 ","86","86","35"
"Fusion","TX",50,"360117 ","85","85","84"
"Blackfoot Communications, Inc.","MT",71,"130132 ","85","85","79"
"Panhandle Telephone","OK",10,"131007 ","85","85","21"
"ZAYO GROUP, LLC","IL",50,"130982 ","85","85","79"
"Veloxinet","IL",72,"280063 ","85","85","18"
"Rally Networks","WA",50,"130986 ","84","84","13"
"TCT Internet (Up to 5/1)","WY",10,"131366 ","84","84","30"
"South Valley Internet","CA",10,"350094 ","84","84","63"
"Leonore Mutual Telephone Company, Inc.","IL",50,"130735 ","83","83","19"
"NTT Fiber (North Texas Telephone)","TX",10,"440000 ","83","83","29"
"Beehive Broadband","NV",10,"130106 ","83","83","32"
"TCT Internet (Up to 75/50) Ten Sleep","WY",10,"131366 ","83","83","29"
"Crown Castle Fiber LLC","RI",50,"400092 ","83","83","52"
"Leaf_River_Telephone_Company","IL",10,"280069 ","83","83","13"
"Cap Rock Telephone Cooperative","TX",10,"130199 ","82","82","50"
"D & P Communications","MI",10,"130385 ","82","82","69"
"Blue Valley Tele-Communications, Inc.","NE",50,"130144 ","82","82","32"
"WIFICOW","UT",70,"290121 ","82","82","82"
"DFT Local Service Corporation","PA",70,"310000 ","82","82","36"
"GhostFiber","TX",40,"470095 ","82","82","7"
"Project Mutual Telephone Cooperative Association, Inc.","ID",71,"131075 ","81","81","70"
"MetaLINK Technologies, Inc.","IN",50,"140064 ","81","81","20"
"IGL TeleConnect","MN",71,"130567 ","81","81","61"
"Charter Communications Inc","RI",40,"130235 ","81","81","24"
"Inter-Mountain Cable Inc","WV",40,"130655 ","81","81","7"
"HOME TOWN CABLE TV, LLC","FL",40,"180032 ","81","81","19"
"ETS Telco","ID",50,"450044 ","80","80","10"
"Crown Castle Fiber LLC","DC",50,"400092 ","80","80","51"
"Supernet","MI",50,"260049 ","80","80","9"
"Cox Communications","CT",50,"130360 ","80","80","11"
"Fibre Alaska","AK",70,"330010 ","79","79","12"
"Eastex Telephone Cooperative, Inc.","LA",10,"130440 ","79","79","9"
"MoKan Dial, Inc.","MO",50,"131362 ","79","79","15"
"Panora Telecommunications, Inc","IA",70,"131008 ","79","79","62"
"Wilderness Valley Telephone Company","MN",50,"130944 ","79","79","7"
"Neubeam","MD",50,"320112 ","79","79","3"
"webhiway.com","AZ",70,"270115 ","79","79","63"
"First Communications","IL",50,"130499 ","78","78","77"
"Fort Mojave Telecommunications, Inc.","CA",50,"130509 ","78","78","9"
"GREEN MOUNTAIN ACCESS","VT",40,"131175 ","78","78","14"
"Bruce_Telecommunications_LLC","WI",50,"130170 ","78","78","15"
