"geoid_bl","tot_loc","cnt_ms"
"500019606002051",1,"1"
"500019606002052",1,"0"
"500019606002053",NULL,"0"
"500019606002054",NULL,"0"
"500019606002055",NULL,"0"
"500019606002056",NULL,"0"
"500019606002057",NULL,"0"
"500019606002058",10,"15"
"500019606002059",4,"3"
"500019606002060",2,"5"
"500019606002061",2,"4"
"500019606002062",NULL,"1"
"500019606002063",1,"2"
"500019606002064",3,"3"
"500019606002065",2,"4"
"500019606002066",NULL,"0"
"500019606002067",NULL,"0"
"500019606002068",NULL,"0"
"500019606002069",12,"14"
"500019606002070",2,"2"
"500019606002071",5,"9"
"500019606002072",1,"2"
"500019606002073",1,"1"
"500019606002074",32,"49"
"500019606002075",2,"4"
"500019606002076",NULL,"0"
"500019606002077",2,"4"
"500019606002078",1,"3"
"500019606002079",2,"4"
"500019606002080",10,"13"
"500019606002081",14,"25"
"500019606002082",5,"7"
"500019606002083",1,"1"
"500019606002084",NULL,"3"
"500019606002085",12,"18"
"500019606002086",1,"4"
"500019606002087",2,"3"
"500019606003000",8,"6"
"500019606003001",1,"2"
"500019606003002",1,"1"
"500019606003003",NULL,"0"
"500019606003004",7,"10"
"500019606003005",3,"4"
"500019606003006",14,"9"
"500019606003007",NULL,"0"
"500019606003008",NULL,"0"
"500019606003009",6,"14"
"500019606003010",1,"0"
"500019606003011",1,"1"
"500019606003012",NULL,"0"
"500019606003013",NULL,"0"
"500019606003014",NULL,"0"
"500019606003015",NULL,"0"
"500019606003016",32,"38"
"500019606003017",4,"5"
"500019606003018",27,"30"
"500019606003019",2,"2"
"500019606003020",3,"5"
"500019606003021",11,"17"
"500019606003022",13,"17"
"500019606003023",1,"0"
"500019606003024",20,"29"
"500019606003025",7,"14"
"500019606003026",6,"10"
"500019606003027",NULL,"0"
"500019606003028",NULL,"0"
"500019606003029",NULL,"0"
"500019606003030",NULL,"0"
"500019606003031",12,"14"
"500019606003032",4,"17"
"500019606003033",3,"3"
"500019606003034",NULL,"0"
"500019606003035",NULL,"0"
"500019606003036",4,"3"
"500019606003037",27,"39"
"500019606003038",14,"15"
"500019606003039",NULL,"0"
"500019606003040",NULL,"0"
"500019606003041",5,"7"
"500019606003042",27,"29"
"500019606003043",6,"6"
"500019606003044",2,"3"
"500019606003045",NULL,"0"
"500019606003046",1,"1"
"500019606003047",2,"4"
"500019606003048",47,"57"
"500019606003049",2,"2"
"500019606003050",NULL,"0"
"500019606003051",NULL,"0"
"500019606003052",5,"10"
"500019606003053",4,"5"
"500019606003054",30,"38"
"500019606003055",NULL,"0"
"500019606003056",NULL,"0"
"500019606003057",NULL,"0"
"500019606003058",10,"14"
"500019606003059",NULL,"0"
"500019606003060",NULL,"0"
"500019606003061",7,"8"
"500019606003062",NULL,"0"
"500019606003063",2,"3"
"500019606003064",7,"7"
"500019606003065",1,"1"
"500019606003066",1,"3"
"500019606003067",12,"14"
"500019606003068",NULL,"0"
"500019606003069",NULL,"0"
"500019606003070",NULL,"0"
"500019606003071",7,"9"
"500019606003072",NULL,"0"
"500019606003073",NULL,"0"
"500019606003074",1,"4"
"500019606003075",NULL,"0"
"500019606003076",4,"6"
"500019606003077",NULL,"0"
"500019606003078",1,"1"
"500019606003079",7,"12"
"500019606003080",1,"1"
"500019606003081",4,"8"
"500019606003082",11,"14"
"500019606003083",5,"7"
"500019606003084",2,"3"
"500019606003085",1,"0"
"500019606003086",3,"4"
"500019606003087",1,"3"
"500019606003088",NULL,"1"
"500019607001000",10,"12"
"500019607001001",NULL,"0"
"500019607001002",13,"18"
"500019607001003",NULL,"0"
"500019607001004",13,"28"
"500019607001005",10,"22"
"500019607001006",40,"46"
"500019607001007",6,"8"
"500019607001008",NULL,"0"
"500019607001009",11,"17"
"500019607001010",74,"85"
"500019607001011",6,"5"
"500019607001012",15,"13"
"500019607001013",19,"22"
"500019607001014",3,"3"
"500019607001015",54,"124"
"500019607001016",7,"9"
"500019607001017",69,"101"
"500019607001018",15,"13"
"500019607001019",5,"4"
"500019607001020",9,"10"
"500019607001021",19,"30"
"500019607001022",3,"6"
"500019607001023",10,"14"
"500019607001024",8,"7"
"500019607001025",4,"4"
"500019607001026",1,"1"
"500019607001027",1,"1"
"500019607001028",NULL,"0"
"500019607001029",8,"15"
"500019607001030",1,"1"
"500019607001031",NULL,"0"
"500019607001032",NULL,"0"
"500019607001033",NULL,"0"
"500019607002000",14,"31"
"500019607002001",4,"7"
"500019607002002",1,"2"
"500019607002003",32,"60"
"500019607002004",14,"24"
"500019607002005",22,"25"
"500019607002006",88,"110"
"500019607002007",6,"6"
"500019607002008",10,"10"
"500019607002009",8,"9"
"500019607002010",6,"6"
"500019607002011",3,"3"
"500019607002012",96,"109"
"500019607002013",3,"8"
"500019607002014",6,"11"
"500019607002015",NULL,"0"
"500019607002016",7,"18"
"500019607002017",4,"6"
"500019607002018",9,"9"
"500019607002019",14,"17"
"500019607002020",5,"7"
"500019607003000",152,"181"
"500019607003001",24,"27"
"500019607003002",13,"13"
"500019607003003",12,"12"
"500019607003004",50,"54"
"500019607003005",1,"1"
"500019607003006",11,"16"
"500019607003007",23,"33"
"500019607003008",1,"2"
"500019607003009",3,"5"
"500019607003010",21,"32"
"500019607003011",11,"13"
"500019607003012",41,"44"
"500019607003013",27,"27"
"500019607003014",13,"14"
"500019607003015",9,"9"
"500019607003016",19,"24"
"500019607003017",14,"15"
"500019607004000",38,"59"
"500019607004001",95,"114"
"500019607004002",4,"6"
"500019607004003",1,"2"
"500019607004004",4,"10"
"500019607004005",NULL,"0"
"500019607004006",11,"18"
"500019607004007",26,"29"
"500019607004008",63,"98"
"500019607004009",6,"6"
"500019607004010",9,"14"
"500019607004011",14,"16"
"500019607004012",NULL,"0"
"500019607004013",26,"26"
"500019607004014",15,"22"
"500019607004015",7,"12"
"500019607004016",31,"44"
"500019607004017",8,"11"
"500019607004018",9,"16"
"500019607004019",1,"2"
"500019607004020",2,"2"
"500019608001000",2,"11"
"500019608001001",16,"19"
"500019608001002",37,"42"
"500019608001003",NULL,"0"
"500019608001004",NULL,"0"
"500019608001005",34,"43"
"500019608001006",15,"20"
"500019608001007",2,"4"
"500019608001008",17,"21"
"500019608001009",16,"23"
"500019608001010",11,"16"
"500019608001011",55,"77"
"500019608001012",22,"26"
"500019608001013",5,"9"
"500019608001014",11,"12"
"500019608001015",7,"8"
"500019608002000",1,"2"
"500019608002001",11,"11"
"500019608002002",14,"18"
"500019608002003",NULL,"0"
"500019608002004",1,"1"
"500019608002005",NULL,"0"
"500019608002006",NULL,"0"
"500019608002007",NULL,"0"
"500019608002008",15,"20"
"500019608002009",33,"43"
"500019608002010",NULL,"0"
"500019608002011",10,"13"
"500019608002012",13,"11"
"500019608002013",NULL,"0"
"500019608002014",14,"9"
"500019608002015",9,"4"
"500019608002016",6,"9"
"500019608002017",72,"73"
"500019608002018",NULL,"0"
"500019608002019",2,"2"
"500019608002020",25,"12"
"500019608002021",26,"16"
"500019608002022",8,"3"
"500019608002023",1,"2"
"500019608002024",17,"25"
"500019608002025",11,"12"
"500019608002026",15,"32"
"500019608002027",2,"4"
"500019608002028",NULL,"0"
"500019608002029",NULL,"0"
"500019608002030",2,"3"
"500019608002031",1,"2"
"500019608002032",4,"6"
"500019608002033",1,"2"
"500019608002034",1,"0"
"500019608002035",15,"18"
"500019608002036",3,"7"
"500019608002037",NULL,"0"
"500019608002038",NULL,"0"
"500019608002039",NULL,"0"
"500019608002040",NULL,"0"
"500019608002041",NULL,"0"
"500019608002042",2,"3"
"500019608002043",7,"18"
"500019608002044",1,"3"
"500019608002045",3,"6"
"500019608002046",1,"1"
"500019608002047",1,"2"
"500019608002048",1,"4"
"500019608002049",NULL,"0"
"500019608002050",4,"4"
"500019608002051",1,"2"
"500019608002052",7,"11"
"500019608002053",NULL,"0"
"500019608002054",1,"2"
"500019608002055",1,"0"
"500019608003000",NULL,"1"
"500019608003001",50,"50"
"500019608003002",18,"17"
"500019608003003",NULL,"0"
"500019608003004",41,"41"
"500019608003005",8,"8"
"500019608003006",NULL,"0"
"500019608003007",NULL,"25"
"500019608003008",12,"13"
"500019608003009",2,"2"
"500019608003010",17,"16"
"500019608003011",18,"22"
"500019608003012",18,"16"
"500019608004000",NULL,"0"
"500019608004001",2,"1"
"500019608004002",6,"4"
"500019608004003",25,"32"
"500019608004004",NULL,"2"
"500019608004005",NULL,"1"
"500019608004006",48,"56"
"500019608004007",9,"9"
"500019608004008",14,"18"
"500019608004009",9,"9"
"500019608004010",NULL,"10"
"500019608004011",NULL,"6"
"500019608004012",NULL,"9"
"500019608004013",NULL,"2"
"500019608004014",NULL,"11"
"500019608004015",NULL,"12"
"500019608004016",44,"36"
"500019608004017",5,"6"
"500019608004018",NULL,"0"
"500019608004019",NULL,"18"
"500019608004020",5,"6"
"500019608004021",2,"2"
"500019608004022",2,"2"
"500019608004023",NULL,"34"
"500019608004024",2,"1"
"500019608004025",3,"10"
"500019608004026",NULL,"1"
"500019608004027",1,"2"
"500019608004028",NULL,"1"
"500019608004029",NULL,"0"
"500019608004030",NULL,"0"
"500019609001000",1,"2"
"500019609001001",2,"4"
"500019609001002",6,"5"
"500019609001003",1,"0"
"500019609001004",12,"23"
"500019609001005",13,"22"
"500019609001006",NULL,"0"
"500019609001007",NULL,"0"
"500019609001008",2,"4"
"500019609001009",5,"8"
"500019609001010",34,"56"
"500019609001011",NULL,"0"
"500019609001012",41,"57"
"500019609001013",28,"46"
"500019609001014",NULL,"0"
"500019609001015",1,"1"
"500019609001016",NULL,"0"
"500019609001017",NULL,"0"
"500019609001018",1,"1"
"500019609001019",8,"13"
"500019609001020",4,"8"
"500019609001021",NULL,"0"
"500019609001022",2,"3"
"500019609001023",NULL,"0"
"500019609001024",NULL,"0"
"500019609001025",29,"41"
"500019609001026",5,"2"
"500019609001027",NULL,"0"
"500019609001028",11,"18"
"500019609001029",4,"5"
"500019609001030",4,"12"
"500019609001031",54,"89"
"500019609001032",10,"17"
"500019609001033",9,"12"
"500019609001034",27,"48"
"500019609001035",3,"12"
"500019609001036",1,"0"
"500019609001037",1,"0"
"500019609001038",3,"7"
"500019609001039",8,"15"
"500019609001040",2,"5"
"500019609001041",16,"21"
"500019609001042",7,"13"
"500019609001043",6,"10"
"500019609001044",2,"2"
"500019609001045",11,"23"
"500019609001046",NULL,"1"
"500019609001047",NULL,"0"
"500019609001048",36,"72"
"500019609001049",NULL,"0"
"500019609001050",NULL,"0"
"500019609001051",9,"19"
"500019609001052",NULL,"0"
"500019609001053",2,"5"
"500019609001054",7,"15"
"500019609001055",5,"8"
"500019609001056",6,"15"
"500019609001057",3,"4"
"500019609001058",13,"31"
"500019609001059",20,"47"
"500019609001060",7,"15"
"500019609001061",4,"8"
"500019609001062",6,"7"
"500019609001063",20,"27"
"500019609001064",13,"18"
"500019609001065",NULL,"0"
"500019609001066",1,"1"
"500019609001067",NULL,"0"
"500019609001068",3,"6"
"500019609001069",NULL,"0"
"500019609001070",3,"8"
"500019609001071",2,"2"
"500019609001072",2,"7"
"500019609001073",7,"13"
"500019609001074",17,"24"
"500019609001075",3,"5"
"500019609001076",3,"5"
"500019609001077",10,"19"
"500019609001078",NULL,"0"
"500019609001079",NULL,"0"
"500019609001080",3,"4"
"500019609001081",3,"8"
"500019609001082",2,"4"
"500019609001083",5,"10"
"500019609001084",2,"4"
"500019609001085",NULL,"0"
"500019609001086",25,"50"
"500019609001087",8,"12"
"500019609001088",11,"17"
"500019609001089",9,"13"
"500019609001090",33,"50"
"500019609001091",NULL,"1"
"500019609001092",16,"33"
"500019609001093",1,"2"
"500019609001094",1,"1"
"500019609001095",1,"2"
"500019609001096",1,"3"
"500019609001097",1,"1"
"500019609001098",1,"3"
"500019609001099",13,"25"
"500019609001100",6,"9"
"500019609001101",1,"1"
"500019609001102",5,"10"
"500019609001103",22,"38"
"500019609001104",8,"16"
"500019609001105",1,"4"
"500019609001106",4,"8"
"500019609001107",1,"0"
"500019609001108",2,"2"
"500019609001109",6,"12"
"500019609001110",NULL,"0"
"500019609001111",9,"22"
"500019609001112",1,"3"
"500019609001113",3,"6"
"500019609001114",2,"3"
"500019609002000",5,"5"
"500019609002001",17,"24"
"500019609002002",2,"7"
"500019609002003",7,"9"
"500019609002004",2,"4"
"500019609002005",4,"6"
"500019609002006",15,"21"
"500019609002007",7,"12"
"500019609002008",4,"14"
"500019609002009",2,"2"
"500019609002010",14,"25"
"500019609002011",1,"0"
"500019609002012",NULL,"0"
"500019609002013",14,"18"
"500019609002014",NULL,"0"
"500019609002015",1,"0"
"500019609002016",13,"27"
"500019609002017",2,"4"
"500019609002018",NULL,"0"
"500019609002019",3,"4"
"500019609002020",NULL,"0"
"500019609002021",5,"8"
"500019609002022",NULL,"0"
"500019609002023",8,"11"
"500019609002024",12,"16"
"500019609002025",2,"6"
"500019609002026",51,"60"
"500019609002027",19,"24"
"500019609002028",1,"2"
"500019609002029",2,"3"
"500019609002030",1,"3"
"500019609002031",NULL,"0"
"500019609002032",8,"10"
"500019609002033",6,"13"
"500019609002034",19,"49"
"500019609002035",5,"10"
"500019609002036",NULL,"0"
"500019609002037",1,"3"
"500019609002038",NULL,"0"
"500019609002039",24,"53"
"500019609002040",18,"22"
"500019609002041",2,"2"
"500019609002042",2,"0"
"500019609002043",NULL,"2"
"500019609002044",NULL,"0"
"500019609002045",NULL,"0"
"500019609002046",NULL,"0"
"500019609002047",7,"27"
"500019609002048",NULL,"0"
"500019609002049",NULL,"0"
"500019609002050",3,"8"
"500019609002051",20,"32"
"500019609002052",8,"11"
"500019609002053",16,"32"
"500019609002054",18,"25"
"500019609002055",13,"18"
"500019609002056",NULL,"0"
"500019609002057",1,"2"
"500019609002058",7,"11"
"500019609002059",NULL,"0"
"500019609002060",15,"22"
"500019609002061",NULL,"0"
"500019609002062",12,"23"
"500019609002063",19,"33"
"500019609002064",NULL,"0"
"500019609002065",4,"7"
"500019609002066",NULL,"0"
"500019609002067",NULL,"2"
"500019609002068",NULL,"0"
"500019609002069",NULL,"1"
"500019609002070",9,"23"
"500019609002071",20,"41"
"500019609002072",4,"7"
"500019609002073",7,"10"
"500019609002074",4,"6"
"500019609002075",1,"1"
"500019609002076",15,"19"
"500019609002077",5,"5"
"500019609002078",1,"1"
"500019609002079",11,"22"
"500019609002080",NULL,"2"
"500019609002081",5,"7"
"500019609002082",12,"17"
"500019609002083",NULL,"0"
"500019609002084",3,"5"
"500019609002085",10,"19"
"500019609002086",1,"3"
"500019609002087",NULL,"0"
"500019609002088",NULL,"0"
"500019609002089",9,"19"
"500019609002090",NULL,"0"
"500019609002091",2,"8"
"500019609002092",NULL,"0"
"500019609002093",NULL,"0"
"500019609002094",7,"18"
"500019609002095",NULL,"0"
"500019609002096",4,"15"
"500019609002097",1,"1"
"500019609002098",NULL,"1"
"500019609002099",NULL,"0"
"500019609002100",1,"8"
"500019609002101",NULL,"2"
"500019609002102",NULL,"0"
"500019609002103",5,"9"
"500019609002104",1,"1"
"500019609002105",NULL,"3"
"500019609002106",7,"10"
"500019609002107",NULL,"0"
"500019609002108",13,"19"
"500019609002109",2,"5"
"500019609002110",6,"10"
"500019609002111",7,"14"
"500019609002112",NULL,"0"
"500019609002113",3,"11"
"500019609002114",NULL,"0"
"500019609002115",NULL,"0"
"500019609002116",NULL,"0"
"500019609002117",10,"18"
"500019609002118",NULL,"0"
"500019609002119",NULL,"0"
"500019609002120",NULL,"0"
"500019609002121",NULL,"0"
"500019609002122",11,"28"
"500019609002123",24,"14"
"500019609002124",5,"5"
"500019609002125",3,"5"
"500019609003000",2,"3"
"500019609003001",NULL,"0"
"500019609003002",11,"17"
"500019609003003",8,"8"
"500019609003004",NULL,"0"
"500019609003005",6,"6"
"500019609003006",7,"13"
"500019609003007",2,"1"
"500019609003008",32,"56"
"500019609003009",NULL,"0"
"500019609003010",1,"2"
"500019609003011",15,"33"
"500019609003012",NULL,"0"
"500019609003013",20,"36"
"500019609003014",NULL,"0"
"500019609003015",2,"3"
"500019609003016",1,"4"
"500019609003017",NULL,"0"
"500019609003018",NULL,"0"
"500019609003019",1,"2"
"500019609003020",4,"4"
"500019609003021",1,"3"
"500019609003022",1,"1"
"500019609003023",NULL,"0"
"500019609003024",3,"5"
"500019609003025",6,"6"
"500019609003026",NULL,"0"
"500019609003027",NULL,"0"
"500019609003028",NULL,"0"
"500019609003029",5,"12"
"500019609003030",3,"2"
"500019609003031",1,"1"
"500019609003032",NULL,"4"
"500019609003033",NULL,"0"
"500019609003034",NULL,"0"
"500019609003035",1,"1"
"500019609003036",4,"10"
"500019609003037",NULL,"0"
"500019609003038",NULL,"0"
"500019609003039",2,"4"
"500019609003040",5,"6"
"500019609003041",NULL,"0"
"500019609003042",NULL,"0"
"500019609003043",6,"7"
"500019609003044",1,"1"
"500019609003045",NULL,"3"
"500019609003046",14,"26"
"500019609003047",NULL,"0"
"500019609003048",9,"21"
"500019609003049",12,"16"
"500019609003050",5,"6"
"500019609003051",NULL,"0"
"500019609003052",NULL,"1"
"500019609003053",3,"6"
"500019609003054",11,"23"
"500019609003055",NULL,"0"
"500019609003056",NULL,"0"
"500019609003057",NULL,"0"
"500019609003058",NULL,"0"
"500019609003059",5,"8"
"500019609003060",NULL,"1"
"500019609003061",7,"21"
"500019609003062",1,"2"
"500019609003063",7,"11"
"500019609003064",1,"2"
"500019609003065",3,"3"
"500019609003066",32,"43"
"500019609003067",30,"45"
"500019609003068",9,"13"
"500019609003069",11,"23"
"500019609003070",18,"32"
"500019609003071",10,"37"
"500019609003072",4,"9"
"500019609003073",1,"1"
"500019609003074",5,"9"
"500019609003075",1,"3"
"500019609003076",47,"46"
"500019609003077",10,"8"
"500019609003078",2,"3"
"500019609003079",27,"44"
"500019609003080",NULL,"0"
"500019609003081",NULL,"0"
"500019609003082",NULL,"1"
"500019609003083",36,"29"
"500019609003084",6,"12"
"500019609003085",24,"34"
"500019609003086",5,"10"
"500019609003087",15,"23"
"500019609003088",NULL,"0"
"500019609003089",NULL,"0"
"500019609003090",NULL,"0"
"500019609003091",NULL,"0"
"500019609003092",19,"30"
"500019609003093",9,"16"
