"geoid_bl","tot_loc","cnt_ms"
"500179593002057",NULL,"0"
"500179593002058",2,"4"
"500179593002059",48,"74"
"500179593002060",1,"1"
"500179593002061",8,"13"
"500179593002062",2,"3"
"500179593002063",3,"10"
"500179593002064",3,"4"
"500179593002065",3,"4"
"500179593002066",6,"9"
"500179593002067",8,"11"
"500179593002068",2,"7"
"500179593002069",13,"19"
"500179594001000",14,"23"
"500179594001001",1,"1"
"500179594001002",6,"10"
"500179594001003",7,"20"
"500179594001004",13,"12"
"500179594001005",NULL,"0"
"500179594001006",NULL,"0"
"500179594001007",NULL,"0"
"500179594001008",6,"10"
"500179594001009",NULL,"0"
"500179594001010",NULL,"0"
"500179594001011",28,"39"
"500179594001012",1,"0"
"500179594001013",NULL,"0"
"500179594001014",47,"91"
"500179594001015",7,"10"
"500179594001016",2,"10"
"500179594001017",3,"8"
"500179594001018",4,"9"
"500179594001019",2,"7"
"500179594001020",5,"10"
"500179594001021",NULL,"0"
"500179594001022",54,"79"
"500179594001023",4,"6"
"500179594001024",24,"37"
"500179594001025",97,"122"
"500179594001026",1,"1"
"500179594001027",1,"2"
"500179594001028",1,"1"
"500179594001029",1,"2"
"500179594001030",2,"2"
"500179594001031",13,"21"
"500179594001032",7,"7"
"500179594001033",4,"1"
"500179594001034",11,"13"
"500179594001035",26,"33"
"500179594001036",18,"20"
"500179594001037",5,"7"
"500179594001038",3,"5"
"500179594001039",3,"5"
"500179594001040",5,"6"
"500179594001041",3,"3"
"500179594001042",24,"35"
"500179594001043",7,"6"
"500179594001044",20,"34"
"500179594001045",NULL,"0"
"500179594001046",1,"5"
"500179594001047",4,"7"
"500179594001048",NULL,"0"
"500179594001049",NULL,"0"
"500179594001050",1,"1"
"500179594001051",NULL,"0"
"500179594001052",2,"2"
"500179594001053",47,"45"
"500179594001054",10,"10"
"500179594001055",4,"5"
"500179594001056",NULL,"0"
"500179594001057",NULL,"3"
"500179594001058",3,"5"
"500179594001059",3,"6"
"500179594001060",NULL,"0"
"500179594001061",3,"2"
"500179594001062",32,"28"
"500179594001063",3,"5"
"500179594001064",4,"6"
"500179594001065",2,"2"
"500179594001066",36,"42"
"500179594001067",NULL,"0"
"500179594002000",NULL,"0"
"500179594002001",15,"26"
"500179594002002",28,"48"
"500179594002003",1,"1"
"500179594002004",2,"7"
"500179594002005",2,"2"
"500179594002006",2,"3"
"500179594002007",7,"7"
"500179594002008",13,"15"
"500179594002009",10,"29"
"500179594002010",NULL,"0"
"500179594002011",28,"50"
"500179594002012",26,"37"
"500179594002013",3,"5"
"500179594002014",3,"4"
"500179594002015",4,"6"
"500179594002016",15,"23"
"500179594002017",5,"5"
"500179594002018",14,"27"
"500179594002019",13,"22"
"500179594002020",13,"13"
"500179594002021",15,"15"
"500179594002022",49,"69"
"500179594002023",33,"50"
"500179594002024",17,"21"
"500179594002025",NULL,"2"
"500179594002026",13,"58"
"500179594002027",1,"5"
"500179594002028",1,"3"
"500179594002029",4,"6"
"500179594002030",4,"5"
"500179594002031",1,"3"
"500179594002032",7,"20"
"500179594002033",5,"8"
"500179594002034",NULL,"0"
"500179594002035",5,"7"
"500179594002036",2,"17"
"500179594002037",NULL,"0"
"500179594002038",NULL,"0"
"500179594002039",28,"45"
"500179594002040",33,"49"
"500179594002041",5,"8"
"500179594002042",1,"0"
"500179594002043",18,"32"
"500179594002044",6,"11"
"500179594002045",NULL,"0"
"500179594002046",1,"2"
"500179594002047",4,"9"
"500179594002048",2,"5"
"500179594002049",10,"18"
"500179594002050",1,"1"
"500179594002051",2,"4"
"500179594002052",1,"6"
"500179594002053",5,"9"
"500179594002054",1,"3"
"500179594002055",1,"2"
"500179594002056",12,"16"
"500179594002057",6,"6"
"500179594002058",12,"16"
"500179594002059",NULL,"3"
"500179594002060",8,"11"
"500179594002061",14,"23"
"500179594002062",1,"3"
"500179594002063",3,"4"
"500179594002064",NULL,"0"
"500179594002065",5,"9"
"500179594002066",NULL,"2"
"500179594002067",NULL,"0"
"500179594002068",NULL,"1"
"500179594003000",91,"112"
"500179594003001",11,"12"
"500179594003002",19,"25"
"500179594003003",15,"20"
"500179594003004",2,"2"
"500179594003005",5,"7"
"500179594003006",7,"10"
"500179594003007",2,"2"
"500179594003008",NULL,"0"
"500179594003009",25,"30"
"500179594003010",31,"36"
"500179594003011",9,"8"
"500179594003012",43,"51"
"500179594003013",8,"1"
"500179594003014",NULL,"0"
"500179594003015",3,"1"
"500179594003016",NULL,"0"
"500179594003017",40,"46"
"500179594003018",NULL,"0"
"500179594003019",34,"37"
"500179594003020",7,"7"
"500179594003021",12,"12"
"500179594003022",25,"29"
"500179594003023",11,"12"
"500179594003024",18,"24"
"500179594003025",2,"2"
"500179594003026",29,"32"
"500179594003027",2,"3"
"500179594003028",17,"16"
"500179594003029",1,"1"
"500179594003030",1,"2"
"500179594003031",67,"86"
"500179594003032",11,"13"
"500179594003033",3,"3"
"500179594003034",9,"11"
"500179594003035",19,"17"
"500179594003036",6,"7"
"500179594003037",5,"6"
"500179594003038",27,"26"
"500179594003039",10,"11"
"500179594003040",9,"11"
"500179594003041",18,"17"
"500179594003042",9,"6"
"500179594003043",15,"13"
"500179594003044",6,"3"
"500179594003045",15,"15"
"500179594003046",14,"13"
"500179594003047",13,"13"
"500179594003048",20,"20"
"500179594003049",6,"8"
"500179595001000",25,"34"
"500179595001001",2,"3"
"500179595001002",2,"3"
"500179595001003",2,"3"
"500179595001004",44,"71"
"500179595001005",2,"2"
"500179595001006",7,"8"
"500179595001007",3,"8"
"500179595001008",10,"10"
"500179595001009",NULL,"0"
"500179595001010",NULL,"0"
"500179595001011",8,"16"
"500179595001012",13,"11"
"500179595001013",2,"2"
"500179595001014",28,"12"
"500179595001015",4,"2"
"500179595001016",2,"0"
"500179595001017",14,"17"
"500179595001018",NULL,"0"
"500179595001019",5,"5"
"500179595001020",16,"17"
"500179595001021",4,"7"
"500179595001022",2,"3"
"500179595001023",NULL,"0"
"500179595001024",18,"30"
"500179595001025",17,"11"
"500179595001026",5,"4"
"500179595001027",NULL,"0"
"500179595001028",NULL,"0"
"500179595001029",30,"33"
"500179595001030",NULL,"0"
"500179595001031",4,"1"
"500179595001032",NULL,"0"
"500179595001033",1,"0"
"500179595001034",1,"0"
"500179595001035",NULL,"0"
"500179595001036",NULL,"0"
"500179595001037",19,"30"
"500179595001038",40,"60"
"500179595001039",NULL,"0"
"500179595001040",1,"4"
"500179595001041",NULL,"0"
"500179595001042",NULL,"0"
"500179595001043",13,"16"
"500179595001044",2,"2"
"500179595001045",32,"43"
"500179595001046",10,"17"
"500179595001047",6,"8"
"500179595001048",1,"2"
"500179595001049",1,"0"
"500179595001050",2,"2"
"500179595001051",NULL,"0"
"500179595002000",56,"44"
"500179595002001",2,"3"
"500179595002002",2,"2"
"500179595002003",15,"17"
"500179595002004",NULL,"0"
"500179595002005",3,"1"
"500179595002006",4,"3"
"500179595002007",11,"12"
"500179595002008",2,"1"
"500179595002009",5,"5"
"500179595002010",2,"4"
"500179595002011",20,"31"
"500179595002012",NULL,"0"
"500179595002013",6,"8"
"500179595002014",NULL,"0"
"500179595002015",2,"2"
"500179595002016",11,"15"
"500179595002017",5,"5"
"500179595002018",34,"34"
"500179595002019",3,"6"
"500179595002020",1,"1"
"500179595002021",6,"6"
"500179595002022",15,"19"
"500179595002023",60,"66"
"500179595002024",17,"20"
"500179595002025",1,"0"
"500179595002026",11,"16"
"500179595002027",8,"11"
"500179595002028",1,"2"
"500179595002029",15,"21"
"500179595002030",7,"13"
"500179595002031",8,"7"
"500179595002032",2,"2"
"500179595002033",NULL,"0"
"500179595002034",5,"5"
"500179595002035",34,"11"
"500179595002036",29,"15"
"500179595002037",2,"0"
"500179595002038",2,"0"
"500179595002039",NULL,"0"
"500179595002040",38,"21"
"500179595002041",NULL,"0"
"500179595002042",2,"3"
"500179595002043",1,"0"
"500179595002044",10,"10"
"500179595002045",9,"14"
"500179595002046",6,"8"
"500179595002047",10,"7"
"500179595002048",10,"11"
"500179595002049",3,"2"
"500179595002050",2,"2"
"500179595002051",13,"9"
"500179595002052",20,"25"
"500179595002053",16,"20"
"500179595002054",7,"9"
"500179595002055",4,"2"
"500179595002056",1,"3"
"500179595002057",17,"28"
"500179595002058",4,"4"
"500179595002059",8,"21"
"500179595002060",10,"17"
"500179595002061",9,"8"
"500179595002062",15,"22"
"500179595002063",5,"6"
"500179595002064",3,"5"
"500179595002065",2,"2"
"500179595002066",3,"4"
"500179595002067",NULL,"2"
"500179595002068",13,"10"
"500179595002069",18,"24"
"500179595002070",9,"12"
"500179595002071",8,"9"
"500179595002072",6,"5"
"500179595002073",9,"10"
"500179595002074",12,"7"
"500179595002075",1,"0"
"500179595002076",8,"12"
"500179595002077",6,"7"
"500179595002078",5,"4"
"500179595002079",5,"6"
"500179595002080",NULL,"0"
"500179595002081",1,"2"
"500179595002082",NULL,"0"
"500179595002083",NULL,"0"
"500179595002084",3,"5"
"500179595002085",1,"0"
"500179595002086",5,"4"
"500179595002087",7,"1"
"500179595002088",3,"1"
"500179595002089",1,"0"
"500179595002090",4,"3"
"500179595002091",1,"0"
"500179595002092",1,"1"
"500179595002093",1,"3"
"500179595002094",NULL,"0"
"500179595002095",3,"6"
"500179595002096",NULL,"2"
"500179595002097",11,"13"
"500179595002098",2,"1"
"500179595003000",11,"9"
"500179595003001",2,"3"
"500179595003002",3,"0"
"500179595003003",4,"4"
"500179595003004",5,"4"
"500179595003005",4,"3"
"500179595003006",13,"8"
"500179595003007",NULL,"0"
"500179595003008",NULL,"0"
"500179595003009",1,"2"
"500179595003010",20,"40"
"500179595003011",5,"6"
"500179595003012",NULL,"0"
"500179595003013",4,"2"
"500179595003014",15,"18"
"500179595003015",61,"81"
"500179595003016",2,"4"
"500179595003017",1,"1"
"500179595003018",12,"19"
"500179595003019",NULL,"0"
"500179595003020",8,"11"
"500179595003021",36,"49"
"500179595003022",2,"2"
"500179595003023",1,"2"
"500179595003024",7,"9"
"500179595003025",50,"93"
"500179595003026",3,"7"
"500179595003027",32,"51"
"500179595003028",5,"7"
"500179595003029",4,"7"
"500179595003030",3,"7"
"500179595003031",7,"11"
"500179595003032",4,"5"
"500179595003033",NULL,"1"
"500179595003034",4,"7"
"500179595003035",4,"5"
"500179595003036",32,"39"
"500179595003037",3,"6"
"500179595003038",NULL,"1"
"500179595003039",1,"6"
"500179595003040",NULL,"0"
"500179595003041",1,"0"
"500179595003042",NULL,"0"
"500179595003043",7,"3"
"500179595003044",3,"3"
"500179595003045",10,"7"
"500179595003046",NULL,"0"
"500179595003047",30,"29"
"500179595003048",2,"3"
"500179595003049",NULL,"0"
"500179595003050",3,"3"
"500179595003051",5,"7"
"500179595003052",14,"3"
"500179595003053",2,"0"
"500179595003054",4,"0"
"500179595003055",3,"0"
"500179595003056",1,"0"
"500179595003057",31,"7"
"500179595003058",2,"1"
"500179595003059",2,"5"
"500179595003060",40,"25"
"500179595003061",17,"14"
"500179595003062",7,"7"
"500179595003063",NULL,"0"
"500179595003064",NULL,"0"
"500179595003065",3,"3"
"500179595003066",35,"37"
"500179595003067",3,"3"
"500179595003068",8,"8"
"500179595003069",9,"10"
"500179595003070",8,"13"
"500179595003071",42,"73"
"500179595003072",7,"10"
"500179595003073",8,"7"
"500179595003074",11,"8"
"500179595003075",5,"1"
"500179595003076",2,"4"
"500179595003077",NULL,"0"
"500179595003078",NULL,"0"
"500179595003079",2,"1"
"500179595003080",1,"1"
"500179595003081",16,"20"
"500179595003082",NULL,"0"
"500179595003083",15,"15"
"500179595003084",21,"11"
"500179595003085",16,"11"
"500179595003086",1,"4"
"500179595003087",5,"4"
"500179595003088",NULL,"0"
"500179595003089",1,"2"
"500179595003090",7,"9"
"500179595003091",7,"10"
"500179595003092",2,"2"
"500179595003093",NULL,"0"
"500179595003094",2,"3"
"500179595003095",4,"2"
"500179595003096",1,"2"
"500179595003097",1,"1"
"500179595003098",1,"3"
"500179595003099",1,"3"
"500179595004000",2,"2"
"500179595004001",8,"12"
"500179595004002",2,"2"
"500179595004003",1,"3"
"500179595004004",35,"7"
"500179595004005",NULL,"0"
"500179595004006",1,"0"
"500179595004007",8,"2"
"500179595004008",3,"0"
"500179595004009",2,"1"
"500179595004010",NULL,"0"
"500179595004011",37,"25"
"500179595004012",1,"1"
"500179595004013",2,"0"
"500179595004014",1,"0"
"500179595004015",NULL,"0"
"500179595004016",6,"3"
"500179595004017",7,"7"
"500179595004018",4,"2"
"500179595004019",3,"4"
"500179595004020",5,"6"
"500179595004021",3,"4"
"500179595004022",NULL,"0"
"500179595004023",12,"8"
"500179595004024",1,"0"
"500179595004025",1,"0"
"500179595004026",NULL,"0"
"500179595004027",1,"0"
"500179595004028",13,"9"
"500179595004029",8,"10"
"500179595004030",1,"0"
"500179595004031",11,"5"
"500179595004032",4,"3"
"500179595004033",18,"19"
"500179595004034",4,"0"
"500179595004035",40,"19"
"500179595004036",NULL,"1"
"500179595004037",1,"4"
"500179595004038",2,"2"
"500179595004039",40,"30"
"500179595004040",3,"6"
"500179595004041",10,"15"
"500179595004042",15,"11"
"500179595004043",62,"28"
"500179595004044",3,"1"
"500179595004045",NULL,"0"
"500179595004046",2,"2"
"500179595004047",7,"10"
"500179595004048",17,"26"
"500179595004049",NULL,"0"
"500179595004050",1,"1"
"500179595004051",32,"52"
"500179595004052",4,"20"
"500179595004053",NULL,"0"
"500179595004054",21,"5"
"500179595004055",6,"8"
"500179595004056",8,"5"
"500179595004057",NULL,"0"
"500179595004058",NULL,"0"
"500179595004059",12,"5"
"500179595004060",20,"5"
"500179595004061",3,"3"
"500179595004062",3,"3"
"500179595004063",20,"17"
"500179595004064",10,"7"
"500179595004065",15,"9"
"500179595004066",1,"0"
"500179595004067",1,"3"
"500179595004068",30,"20"
"500179595004069",17,"6"
"500179595004070",3,"1"
"500179595004071",19,"14"
"500179595004072",8,"8"
"500179595004073",3,"4"
"500179595004074",NULL,"0"
"500179595004075",4,"3"
"500179596001000",NULL,"0"
"500179596001001",16,"32"
"500179596001002",NULL,"0"
"500179596001003",8,"36"
"500179596001004",1,"8"
"500179596001005",3,"18"
"500179596001006",1,"2"
"500179596001007",6,"18"
"500179596001008",3,"6"
"500179596001009",18,"30"
"500179596001010",18,"32"
"500179596001011",1,"7"
"500179596001012",10,"14"
"500179596001013",2,"6"
"500179596001014",31,"57"
"500179596001015",10,"20"
"500179596001016",10,"18"
"500179596001017",6,"3"
"500179596001018",9,"11"
"500179596001019",32,"57"
"500179596001020",3,"3"
"500179596001021",5,"3"
"500179596001022",3,"3"
"500179596001023",NULL,"0"
"500179596001024",9,"17"
"500179596001025",2,"10"
"500179596001026",70,"106"
"500179596001027",NULL,"0"
"500179596001028",2,"2"
"500179596001029",35,"49"
"500179596001030",15,"17"
"500179596001031",1,"0"
"500179596001032",13,"22"
"500179596001033",6,"18"
"500179596001034",NULL,"0"
"500179596002000",NULL,"0"
"500179596002001",41,"59"
"500179596002002",5,"8"
"500179596002003",2,"2"
"500179596002004",2,"0"
"500179596002005",NULL,"0"
"500179596002006",NULL,"0"
"500179596002007",NULL,"0"
"500179596002008",NULL,"0"
"500179596002009",29,"23"
"500179596002010",NULL,"1"
"500179596002011",17,"22"
"500179596002012",21,"19"
"500179596002013",26,"38"
"500179596002014",18,"25"
"500179596002015",14,"19"
"500179596002016",19,"29"
"500179596002017",13,"19"
"500179596002018",NULL,"0"
"500179596002019",6,"9"
"500179596002020",5,"6"
"500179596002021",8,"8"
"500179596002022",NULL,"0"
"500179596002023",21,"37"
"500179596002024",3,"4"
"500179596002025",2,"1"
"500179596002026",10,"10"
"500179596002027",NULL,"0"
"500179596002028",NULL,"0"
"500179596002029",5,"8"
"500179596002030",11,"19"
"500179596002031",1,"2"
"500179596002032",30,"39"
"500179596002033",9,"13"
"500179596002034",21,"24"
"500179596002035",38,"49"
"500179596002036",NULL,"0"
"500179596002037",74,"104"
"500179596002038",2,"2"
"500179596002039",NULL,"0"
"500179596002040",19,"26"
"500179596002041",8,"10"
"500179596002042",6,"8"
"500179596002043",NULL,"0"
"500179596002044",3,"3"
"500179596002045",4,"6"
"500179596002046",3,"1"
"500179596002047",NULL,"0"
"500179596002048",11,"15"
"500179596002049",8,"7"
"500179596002050",31,"46"
"500179596002051",NULL,"0"
"500179596002052",NULL,"0"
"500179596002053",1,"0"
"500179596002054",NULL,"0"
"500179596002055",NULL,"0"
"500179596003000",5,"4"
"500179596003001",8,"12"
"500179596003002",48,"53"
"500179596003003",6,"9"
"500179596003004",2,"3"
"500179596003005",5,"3"
"500179596003006",1,"3"
"500179596003007",103,"116"
"500179596003008",8,"10"
"500179596003009",7,"4"
"500179596003010",17,"23"
"500179596003011",NULL,"0"
"500179596003012",NULL,"0"
"500179596003013",15,"14"
"500179596003014",17,"19"
"500179596003015",1,"0"
"500179596003016",4,"3"
"500179596003017",NULL,"0"
"500179596003018",NULL,"0"
"500179596003019",3,"2"
"500179596003020",39,"71"
"500179596003021",6,"8"
"500179596003022",55,"77"
"500179596003023",1,"2"
"500179596003024",8,"9"
"500179596003025",NULL,"0"
"500179596003026",NULL,"0"
"500179596003027",13,"17"
"500179596003028",12,"10"
"500179596003029",4,"2"
"500179596003030",1,"1"
"500179596003031",4,"4"
"500179596003032",3,"6"
"500179596003033",2,"4"
"500179596003034",2,"1"
"500179596003035",8,"5"
"500179596003036",5,"4"
"500179596003037",2,"2"
"500179596003038",NULL,"0"
"500179596003039",12,"22"
"500179596003040",NULL,"0"
"500179596003041",5,"4"
"500179597001000",7,"5"
"500179597001001",9,"9"
"500179597001002",14,"13"
"500179597001003",4,"4"
"500179597001004",13,"9"
"500179597001005",14,"28"
"500179597001006",1,"1"
"500179597001007",1,"1"
"500179597001008",24,"28"
"500179597001009",1,"2"
"500179597001010",19,"34"
"500179597001011",6,"11"
"500179597001012",5,"10"
"500179597001013",5,"8"
"500179597001014",6,"12"
"500179597001015",11,"21"
"500179597001016",NULL,"0"
"500179597001017",28,"36"
"500179597001018",3,"2"
"500179597001019",NULL,"0"
"500179597001020",1,"1"
"500179597001021",8,"10"
"500179597001022",13,"15"
"500179597001023",1,"2"
"500179597001024",1,"3"
"500179597001025",3,"5"
"500179597001026",37,"40"
"500179597001027",7,"6"
"500179597001028",2,"2"
"500179597001029",NULL,"0"
"500179597001030",5,"9"
"500179597001031",19,"30"
"500179597001032",21,"23"
"500179597001033",NULL,"3"
"500179597001034",1,"1"
"500179597001035",NULL,"0"
"500179597001036",9,"12"
"500179597001037",14,"21"
"500179597001038",NULL,"0"
"500179597001039",47,"53"
"500179597001040",1,"1"
"500179597001041",7,"8"
"500179597001042",5,"3"
"500179597001043",3,"3"
"500179597002000",8,"30"
"500179597002001",2,"11"
"500179597002002",1,"2"
"500179597002003",19,"29"
"500179597002004",NULL,"0"
"500179597002005",1,"0"
"500179597002006",27,"22"
"500179597002007",1,"3"
"500179597002008",30,"29"
"500179597002009",6,"3"
"500179597002010",152,"119"
"500179597002011",7,"10"
"500179597002012",7,"9"
"500179597002013",6,"9"
"500179597002014",18,"8"
"500179597002015",14,"26"
"500179597002016",5,"5"
"500179597002017",17,"18"
"500179597002018",5,"7"
"500179597002019",8,"3"
"500179597002020",6,"6"
"500179597002021",9,"9"
"500179597002022",21,"15"
"500179597002023",3,"4"
"500179597002024",NULL,"0"
"500179597002025",NULL,"1"
"500179597002026",15,"8"
"500179597002027",NULL,"0"
"500179597002028",NULL,"0"
"500179597002029",19,"58"
"500179597002030",50,"134"
"500179597002031",4,"8"
"500179597002032",31,"80"
"500179597002033",19,"63"
"500179597002034",45,"29"
"500179597002035",1,"1"
"500179597002036",NULL,"0"
"500179597002037",21,"42"
"500179597002038",3,"6"
"500179597002039",12,"40"
"500179597002040",4,"8"
"500179597002041",NULL,"0"
"500179597002042",NULL,"0"
"500179597002043",2,"40"
"500179597002044",27,"41"
"500179597002045",NULL,"0"
"500179597002046",6,"7"
"500179597002047",6,"16"
"500179597002048",2,"2"
"500179597002049",NULL,"0"
"500179598001000",1,"0"
"500179598001001",NULL,"0"
"500179598001002",31,"41"
"500179598001003",NULL,"0"
"500179598001004",1,"0"
"500179598001005",NULL,"0"
"500179598001006",1,"0"
"500179598001007",8,"15"
"500179598001008",NULL,"0"
"500179598001009",NULL,"0"
"500179598001010",NULL,"0"
"500179598001011",69,"132"
"500179598001012",35,"42"
"500179598001013",NULL,"0"
"500179598001014",NULL,"0"
"500179598001015",NULL,"0"
"500179598001016",48,"39"
"500179598001017",37,"45"
"500179598001018",12,"10"
"500179598001019",10,"10"
"500179598001020",29,"42"
"500179598001021",15,"17"
"500179598001022",NULL,"0"
"500179598001023",NULL,"0"
"500179598001024",10,"13"
"500179598001025",10,"12"
"500179598001026",7,"8"
"500179598001027",10,"3"
"500179598001028",1,"1"
"500179598001029",3,"4"
"500179598001030",18,"17"
"500179598001031",35,"40"
"500179598001032",16,"17"
"500179598001033",8,"8"
"500179598001034",NULL,"0"
"500179598001035",NULL,"0"
"500179598001036",NULL,"0"
"500179598001037",NULL,"0"
"500179598001038",NULL,"0"
"500179598001039",42,"55"
"500179598001040",34,"71"
"500179598001041",NULL,"0"
"500179598001042",6,"26"
"500179598001043",NULL,"0"
"500179598001044",NULL,"0"
"500179598001045",1,"0"
"500179598002000",NULL,"0"
"500179598002001",1,"1"
"500179598002002",4,"4"
"500179598002003",1,"2"
"500179598002004",9,"10"
"500179598002005",NULL,"0"
"500179598002006",11,"13"
"500179598002007",13,"14"
"500179598002008",18,"28"
"500179598002009",2,"2"
"500179598002010",35,"44"
"500179598002011",4,"8"
"500179598002012",20,"17"
"500179598002013",7,"9"
"500179598002014",1,"0"
"500179598002015",1,"1"
"500179598002016",1,"2"
"500179598002017",13,"8"
"500179598002018",2,"2"
"500179598002019",12,"17"
"500179598002020",6,"2"
"500179598002021",5,"12"
"500179598002022",NULL,"0"
"500179598002023",NULL,"0"
"500179598002024",NULL,"0"
"500179598002025",1,"1"
"500179598002026",38,"46"
"500179598002027",4,"2"
"500179598002028",6,"11"
"500179598002029",3,"4"
"500179598002030",2,"2"
"500179598002031",65,"88"
"500179598002032",49,"51"
"500179598002033",24,"22"
"500179598002034",2,"4"
"500179598002035",30,"34"
"500179598002036",5,"6"
"500179598002037",NULL,"0"
"500179598002038",7,"9"
"500179598002039",77,"112"
"500179598002040",5,"11"
"500179598002041",1,"2"
"500179598002042",23,"21"
"500179598002043",4,"5"
"500179598002044",3,"1"
"500179598002045",NULL,"0"
"500179598002046",NULL,"0"
"500179598002047",NULL,"0"
"500179598002048",NULL,"0"
"500179598002049",6,"10"
"500179598002050",10,"9"
"500179598002051",32,"43"
"500179598002052",12,"18"
"500179598002053",17,"24"
"500179598002054",NULL,"0"
"500179598002055",3,"1"
"500179598002056",6,"7"
"500179598002057",2,"2"
"500179598002058",2,"3"
"500179598002059",3,"4"
"500179598002060",15,"14"
"500179598002061",NULL,"0"
"500179598002062",NULL,"0"
"500179598002063",18,"27"
"500179598002064",NULL,"0"
"500179598002065",14,"13"
"500179598002066",7,"6"
"500179598002067",NULL,"0"
"500179598002068",13,"32"
"500179598002069",22,"59"
"500179598002070",13,"34"
"500179598002071",9,"20"
"500179598002072",NULL,"0"
"500179598002073",1,"1"
"500179598002074",5,"14"
"500179598002075",NULL,"2"
"500199511001000",44,"60"
"500199511001001",29,"22"
"500199511001002",8,"13"
"500199511001003",NULL,"0"
"500199511001004",23,"3"
"500199511001005",NULL,"0"
"500199511001006",2,"0"
"500199511001007",NULL,"0"
"500199511001008",NULL,"0"
"500199511001009",3,"3"
"500199511001010",2,"1"
"500199511001011",17,"19"
"500199511001012",2,"2"
"500199511001013",7,"6"
"500199511001014",15,"21"
"500199511001015",9,"7"
"500199511001016",1,"0"
"500199511001017",25,"18"
"500199511001018",1,"0"
"500199511001019",34,"55"
"500199511001020",2,"2"
"500199511001021",3,"6"
"500199511001022",10,"12"
"500199511001023",3,"4"
"500199511001024",8,"4"
"500199511001025",16,"16"
"500199511001026",26,"40"
"500199511001027",30,"51"
"500199511001028",2,"3"
"500199511001029",3,"3"
"500199511001030",2,"2"
"500199511001031",5,"7"
"500199511001032",18,"0"
"500199511001033",14,"13"
"500199511001034",23,"50"
"500199511001035",122,"200"
"500199511001036",2,"1"
"500199511001037",7,"8"
"500199511001038",23,"34"
"500199511001039",2,"6"
"500199511001040",13,"16"
"500199511001041",NULL,"0"
"500199511001042",2,"4"
"500199511001043",4,"6"
"500199511001044",94,"105"
"500199511001045",7,"7"
"500199511001046",NULL,"0"
"500199511001047",3,"5"
"500199511001048",22,"31"
"500199511001049",6,"10"
"500199511001050",NULL,"0"
"500199511001051",30,"35"
"500199511001052",NULL,"1"
"500199511001053",29,"32"
"500199511001054",20,"21"
"500199511001055",1,"1"
"500199511001056",47,"71"
"500199511001057",1,"2"
"500199511001058",11,"19"
"500199511001059",25,"33"
"500199511001060",6,"6"
"500199511001061",11,"13"
"500199511001062",49,"55"
"500199511001063",123,"151"
"500199511001064",NULL,"0"
"500199511001065",1,"1"
"500199511001066",9,"11"
"500199511001067",NULL,"1"
"500199511001068",NULL,"0"
"500199511001069",2,"1"
"500199511001070",NULL,"0"
"500199511001071",NULL,"0"
"500199511001072",1,"1"
"500199511001073",8,"18"
"500199511001074",27,"36"
"500199511001075",NULL,"0"
"500199511001076",2,"4"
"500199511001077",6,"11"
"500199511001078",3,"3"
"500199511001079",6,"12"
"500199511001080",2,"3"
"500199511001081",4,"4"
"500199511001082",2,"3"
"500199511001083",9,"12"
"500199511001084",19,"20"
"500199511001085",9,"12"
"500199511001086",6,"10"
"500199511001087",2,"3"
"500199511001088",1,"8"
"500199511001089",2,"3"
"500199511001090",8,"6"
"500199511001091",NULL,"0"
"500199511001092",1,"1"
"500199511001093",9,"14"
"500199511001094",4,"0"
"500199511002000",9,"24"
"500199511002001",7,"8"
"500199511002002",NULL,"0"
"500199511002003",5,"15"
"500199511002004",NULL,"0"
"500199511002005",NULL,"0"
"500199511002006",NULL,"1"
"500199511002007",12,"16"
"500199511002008",3,"4"
"500199511002009",2,"3"
"500199511002010",1,"2"
"500199511002011",35,"50"
"500199511002012",85,"127"
"500199511002013",1,"1"
"500199511002014",12,"28"
"500199511002015",12,"20"
"500199511002016",8,"15"
"500199511002017",11,"13"
"500199511002018",11,"27"
"500199511002019",1,"2"
"500199511002020",2,"4"
"500199511002021",8,"9"
"500199511002022",NULL,"0"
"500199511002023",NULL,"0"
"500199511002024",13,"12"
"500199511002025",96,"153"
"500199511002026",3,"6"
"500199511002027",NULL,"0"
"500199511002028",14,"19"
"500199511002029",2,"2"
"500199511002030",8,"11"
"500199511002031",8,"8"
"500199511002032",NULL,"0"
"500199511002033",NULL,"0"
"500199511002034",3,"5"
"500199511002035",2,"3"
"500199511002036",NULL,"0"
"500199511002037",58,"66"
"500199511002038",6,"13"
"500199511002039",4,"10"
"500199511002040",34,"52"
"500199511002041",1,"2"
"500199511002042",2,"2"
"500199511002043",NULL,"3"
"500199511002044",NULL,"0"
"500199511002045",NULL,"0"
"500199511002046",6,"4"
"500199511002047",1,"1"
"500199511002048",7,"12"
"500199511002049",1,"3"
"500199511002050",2,"2"
"500199511002051",23,"38"
"500199511002052",2,"4"
"500199511002053",NULL,"0"
"500199511002054",NULL,"0"
"500199511002055",4,"4"
"500199511002056",21,"40"
"500199511002057",15,"21"
"500199511002058",2,"4"
"500199511002059",23,"30"
"500199511002060",NULL,"0"
"500199511002061",2,"4"
"500199511002062",2,"3"
"500199511002063",NULL,"3"
"500199511002064",3,"4"
"500199511002065",3,"1"
"500199511002066",9,"21"
"500199511002067",NULL,"0"
"500199511002068",13,"20"
"500199511002069",6,"8"
"500199511002070",5,"9"
"500199511002071",19,"33"
"500199511002072",2,"6"
