"state_abbr","brand_name","technology","count"
"MO","K-PowerNet LLC",50,"727"
"OK","K-PowerNet LLC",50,"364"
"IL","Kraus Electronics Systems",40,"7626"
"IL","Kraus Electronics Systems",50,"501"
"MN","Krns Products LLC",70,"10840"
"TN","KUB",50,"21924"
"GA","Kudzu Networks Inc",50,"798"
"AZ","Kwikbit Inc.",70,"468"
"CA","Kwikbit Inc.",70,"2622"
"FL","Kwikbit Inc.",70,"109"
"LA","Kwikbit Inc.",70,"213"
"MI","Kwikbit Inc.",70,"628"
"NV","Kwikbit Inc.",70,"1517"
"OK","Kwikbit Inc.",70,"153"
"TX","Kwikbit Inc.",70,"264"
"WY","Kwikbit Inc.",70,"328"
"KS","KwiKom",50,"7113"
"KS","KwiKom",70,"125216"
"KS","KwiKom",72,"5032"
"MO","KwiKom",70,"3725"
"MO","KwiKom",72,"7452"
"NE","KwiKom",70,"1254"
"NE","KwiKom",72,"379"
"OK","KwiKom",70,"3310"
"IL","KWISP",70,"446"
"IL","KWISP",72,"156"
"KY","KyWiFi",70,"10874"
"NM","La Canada Wireless Association",70,"868"
"AZ","La Cholla Net",70,"2510"
"IN","LaGrange County REMC Broadband",50,"3392"
"KS","LaHarpe Telephone Co",50,"503"
"IL","LaHarpe Telephone Company",50,"1345"
"NM","La Jicarita Rural Telephone Cooperative",10,"188"
"NM","La Jicarita Rural Telephone Cooperative",50,"758"
"NM","La Jicarita Rural Telephone Cooperative",70,"3"
"LA","Lake Bruin Wireless LLC",70,"2969"
"NC","Lake Country Internet",71,"2"
"VA","Lake Country Internet",70,"1812"
"VA","Lake Country Internet",71,"5142"
"CA","Lake County Broadband Solutions",70,"14481"
"WI","Lakeland Communications Group, LLC dba Lakeland Communications",40,"1778"
"WI","Lakeland Communications Group, LLC dba Lakeland Communications",50,"9324"
"IN","Lakeland Internet",70,"26880"
"MI","Lakeland Internet",70,"1502"
"OH","Lakeland Internet",70,"2512"
"TX","Lake Livingston Telephone",10,"2985"
"TX","Lake Livingston Telephone",50,"2007"
"MI","LakeNet LLC",50,"3964"
"OK","Lake Region Technology & Communications, LLC",50,"22909"
"IA","La Motte Telephone Company",50,"1459"
"IA","La Motte Telephone Company",70,"1402"
"OR","Lane Fi",50,"650"
"IA","LaPorte City Telephone Co",50,"2124"
"WY","LARIAT",50,"2"
"WY","LARIAT",70,"9838"
"WY","LARIAT",71,"9838"
"ID","Last Mile Wireless",70,"333"
"IA","Laurens Municipal Power & Communications",50,"842"
"AR","Lavaca Telephone Company, Inc.-AR",50,"2184"
"OK","Lavaca Telephone Company, Inc.-OK",50,"1800"
"ID","Lavalink",70,"770"
"WI","LaValle Telephone Company",50,"4957"
"TX","La Ward Communications",10,"384"
"TX","La Ward Communications",50,"1142"
"FL","LaZerArt, Inc.",70,"222"
"TX","LCS Fibercomm, LLC",50,"457"
"NM","Leaco Rural Telephone Cooperative, Inc.",10,"1310"
"NM","Leaco Rural Telephone Cooperative, Inc.",50,"8658"
"NM","Leaco Rural Telephone Cooperative, Inc.",70,"17544"
"TX","Leaco Rural Telephone Cooperative, Inc.",50,"471"
"IL","Leaf_River_Telephone_Company",10,"83"
"IL","Leaf_River_Telephone_Company",50,"633"
"SD","Leap Communications, LLC",50,"1347"
"IL","LeapStream",70,"100"
"TX","Lee Wireless",70,"912"
"TX","Legacy ISP, LLC",50,"5199"
"TX","Legacy ISP, LLC",70,"80919"
"IA","Lehigh Valley Cooperative Telephone Association",50,"3130"
"MI","Lennon Telephone Company",40,"7074"
"MI","Lennon Telephone Company",50,"74"
"IA","Lenox Communications",50,"736"
"IL","Leonore Mutual Telephone Company, Inc.",10,"46"
"IL","Leonore Mutual Telephone Company, Inc.",50,"83"
"MO","Le-Ru Telephone Company",50,"96"
"PA","LHTC Broadband",50,"856"
"PA","LHTC Broadband`",50,"183"
"PA","LHTC BROADBAND",10,"177"
"PA","LHTC BROADBAND",50,"12043"
"PR","Liberty",40,"951976"
"PR","Liberty",50,"122136"
"UT","Liberty Broadband",70,"7496"
"MN","LightBeam Internet",70,"1314"
"UT","LightBurst Broadband",10,"2178"
"UT","LightBurst Broadband",50,"87"
"UT","LightBurst Broadband",70,"2157"
"CO","LightGig Communications, LLC",50,"1980"
"NJ","Lightpath",50,"3"
"CA","Lightspeed Networks",50,"1"
"OR","Lightspeed Networks",10,"169"
"OR","Lightspeed Networks",50,"564"
"WA","Lightspeed Networks",10,"1"
"WA","Lightspeed Networks",50,"177"
"WI","LightSpeed powered by Reedsburg Utility",50,"10700"
"TN","LightTube",50,"8612"
"MO","Lightwave Communications| llc",50,"489"
"MO","Lightwave Communications| llc",70,"1324"
"IN","LigTel Communications",50,"9768"
"PA","Limitless Mobile",71,"27164"
"NV","Lincoln County Telephone System",10,"1822"
"NV","Lincoln County Telephone System",50,"426"
"NV","Lincoln County Telephone System",70,"1401"
"MT","LincTel Communications",10,"37"
"MT","LincTel Communications",50,"1275"
"VA","Lingo Networks",50,"2486"
"VA","Lingo Networks",70,"21301"
"WV","Lingo Networks",50,"29"
"TX","Lipan Telephone Company",10,"1576"
"TX","Lipan Telephone Company",50,"28"
"IA","Lismore Cooperative Telephone Company",70,"47"
"MN","Lismore Cooperative Telephone Company",50,"1258"
"MN","Lismore Cooperative Telephone Company",70,"3597"
"IL","LiteWire",70,"855"
"WI","LiteWire",70,"80265"
"KY","LitFiber",50,"322"
"MT","Little Apple Technologies",70,"2470"
"MT","Little Apple Technologies",71,"269"
"MT","Little Apple Technologies",72,"19659"
"OH","Little Miami Gig LLC",50,"3555"
"IA","Little Wapsie Communications",50,"596"
"FL","LiveOak Fiber",50,"3360"
"GA","LiveOak Fiber",50,"2852"
"VA","Live Stream LLC",70,"8579"
"CO","LiveWireNet",72,"236513"
"TX","Livingston Telephone",10,"2043"
"TX","Livingston Telephone",40,"2418"
"TX","Livingston Telephone",50,"3643"
"MN","LOCAL ACCESS NETWORK LLC dba Milaca Local Link",10,"24"
"MN","LOCAL ACCESS NETWORK LLC dba Milaca Local Link",40,"1030"
"MN","LOCAL ACCESS NETWORK LLC dba Milaca Local Link",50,"106"
"NC","Locality Networks Inc",50,"647"
"WA","LocalTel Communications",10,"1"
"WA","LocalTel Communications",70,"4045"
"WA","LocalTel Communications",72,"30"
"IN","Locl.Net",70,"3323"
"MI","Locl.Net",70,"40"
"AL","Logix Communications, LP",50,"1"
"AR","Logix Communications, LP",50,"1"
"CA","Logix Communications, LP",0,"1"
"CA","Logix Communications, LP",50,"3"
"FL","Logix Communications, LP",50,"1"
"GA","Logix Communications, LP",50,"1"
"IL","Logix Communications, LP",50,"1"
"MD","Logix Communications, LP",50,"1"
"MI","Logix Communications, LP",50,"1"
"MO","Logix Communications, LP",50,"1"
"OK","Logix Communications, LP",0,"57"
"OK","Logix Communications, LP",50,"26"
"TX","Logix Communications, LP",0,"991"
"TX","Logix Communications, LP",50,"1479"
"VA","Logix Communications, LP",50,"1"
"WA","Logix Communications, LP",50,"1"
"WY","Logix Communications, LP",50,"1"
"IL","LogonixCorporation",50,"3150"
"IL","LogonixCorporation",70,"16976"
"CA","Lone Pine Communications, Inc.",40,"832"
"CA","Lone Pine Communications / Stimulus Technologies",70,"443"
"IA","Lone Rock Cooperative Telephone Company",50,"338"
"IA","Long Lines",10,"14"
"IA","Long Lines",40,"6472"
"IA","Long Lines",50,"43"
"NE","Long Lines",40,"7"
"NE","Long Lines",50,"3483"
"IA","Long Lines Metro, LLC",10,"27"
"IA","Long Lines Metro, LLC",40,"6462"
"IA","Long Lines Metro, LLC",50,"2307"
"SD","Long Lines Metro, LLC",10,"23"
"SD","Long Lines Metro, LLC",40,"1939"
"SD","Long Lines Metro, LLC",50,"8"
"MO","Long Range Network, LLC",70,"3974"
"MO","Long Range Network, LLC",71,"2202"
"MN","LORETEL",10,"10612"
"MN","LORETEL",40,"2112"
"MN","LORETEL",50,"10734"
"AL","Loretto Telephone Company, Inc.",10,"4"
"AL","Loretto Telephone Company, Inc.",50,"4"
"TN","Loretto Telephone Company, Inc.",10,"7361"
"TN","Loretto Telephone Company, Inc.",50,"4544"
"IA","Lost Nation-Elwood Telephone Company",50,"1189"
"IA","Louisa Communications",10,"420"
"IA","Louisa Communications",50,"238"
"IA","Louisa Communications",70,"9607"
"IL","Louisa Communications",70,"574"
"LA","Louisiana Competitive Telecommunications",10,"60"
"LA","Louisiana Competitive Telecommunications",50,"26"
"LA","Louisiana Competitive Telecommunications",71,"1069"
"CO","Loveland Pulse",50,"22430"
"UT","LR Communications",70,"2460"
"WY","LR Communications",50,"1"
"WY","LR Communications",70,"33372"
"IL","LR_Communications",70,"1536"
"KS","LR Communications, Inc.",50,"3817"
"KS","LR Communications, Inc.",70,"3222"
"KS","LR Communications, Inc.",71,"7606"
"KS","LR Communications, Inc.",72,"13489"
"KY","LTC Connect",10,"1449"
"KY","LTC Connect",50,"7405"
"IA","LTD Broadband",50,"16"
"IA","LTD Broadband",70,"67646"
"IL","LTD Broadband",70,"28914"
"KS","LTD Broadband",70,"12"
"MN","LTD Broadband",50,"9395"
"MN","LTD Broadband",70,"148989"
"MO","LTD Broadband",50,"1746"
"MO","LTD Broadband",70,"129"
"ND","LTD Broadband",70,"329"
"NE","LTD Broadband",70,"46375"
"SD","LTD Broadband",70,"12520"
"TN","LTD Broadband",50,"6324"
"TN","LTD Broadband",70,"3224"
"WI","LTD Broadband",70,"2431"
"CO","Luminate Fiber, LLC",50,"6670"
"CO","Luminate Fiber, LLC",70,"660"
"NC","lumos",10,"1907"
"NC","lumos",50,"118747"
"VA","lumos",10,"6080"
"VA","lumos",50,"27306"
"LA","LUS Fiber",50,"47591"
"AZ","LV.Net",70,"32131"
"CA","LV.Net",70,"11775"
"NV","LV.Net",70,"684622"
"TX","LVWifi.com",70,"512"
"WV","LYCOM COMMUNICATIONS INC.",40,"853"
"WV","LYCOM COMMUNICATIONS INC.",50,"853"
"NH","LymeFiber",50,"846"
"NC","Lynches_River_Communications_Inc",50,"2"
"SC","Lynches_River_Communications_Inc",50,"20772"
"IA","lynnvillebdc63020238212023",50,"332"
"WV","Lynx WV",70,"13830"
"WI","Lynxx Networks",50,"6983"
"CO","Lyons Communications",40,"614"
"CO","Lyons Communications",50,"308"
"CO","Lyons Communications",70,"483"
"OH","M2X Communications",50,"2265"
"MI","M3 Wireless Inc.",50,"117"
"MI","M3 Wireless Inc.",70,"48148"
"IA","Mabel Cooperative Telephone Company",10,"51"
"IA","Mabel Cooperative Telephone Company",50,"1194"
"MN","Mabel Cooperative Telephone Company",10,"149"
"MN","Mabel Cooperative Telephone Company",50,"864"
"IL","Madison Communications",10,"754"
"IL","Madison Communications",40,"8510"
"IL","Madison Communications",50,"4823"
"AR","Madison County Telephone Company",10,"553"
"AR","Madison County Telephone Company",50,"4232"
"KS","Madison Telephone, LLC",50,"905"
"CA","Madrone Broadband",50,"89"
"AR","Magazine Telephone Company",50,"889"
"NE","Mainstay Communications",50,"983"
"IN","Mainstream Fiber Networks, LLC",50,"30215"
"MN","Mainstreet Communications LLC",40,"2429"
"MN","Mainstreet Communications LLC",50,"928"
"MN","Manchester-Hartland Telephone Company",50,"616"
"IA","Manning Municipal Utilities",50,"1008"
"VT","Mansfield Community Fiber",50,"1953"
"UT","Manti Tele Communications Co, Inc.",70,"1738"
"UT","Manti Telephone Comany, Inc",10,"20"
"UT","Manti Telephone Company",10,"6"
"UT","Manti Telephone Company, Inc",10,"1355"
"UT","Manti Telephone Company, Inc",50,"6154"
"UT","Manti Telephone Company, Inc.",10,"36"
"UT","Manti Telephone Company, Inc.",50,"21"
"VT","Maple Broadband",50,"315"
"IA","Mapleton Communications Management Agency",10,"2"
"IA","Mapleton Communications Management Agency",40,"645"
"IA","Mapleton Communications Management Agency",50,"1"
"IA","Maquoketa Valley Electric Cooperative",50,"17358"
"NY","Margaretville Telephone Co.",50,"1765"
"MO","Mark Twain Communications Company",50,"623"
"MO","Mark Twain Rural Telephone Company",50,"3639"
"MO","Mark Twain Rural Telephone Company",70,"21309"
"MO","Mark Twain Rural Telephone Company",71,"25237"
"IA","Marne & Elk Horn Telephone Company",10,"546"
"IA","Marne & Elk Horn Telephone Company",40,"797"
"IA","Marne & Elk Horn Telephone Company",50,"4977"
"WI","Marquette Adams Telephone Coop, Inc",50,"13778"
"IN","Marshall County Fiber, LLC",50,"4597"
"MI","Marshall FiberNet",10,"25"
"MI","Marshall FiberNet",50,"2743"
"MO","Marshall Municipal Utilities",50,"5641"
"IA","Martelle Communications Cooperative",10,"75"
"IA","Martelle Communications Cooperative",40,"889"
"IA","Martelle Communications Cooperative",50,"66"
"WA","Mashell Telecom, Inc d/b/a Rainier Connect",10,"2797"
"WA","Mashell Telecom, Inc d/b/a Rainier Connect",40,"90624"
"WA","Mashell Telecom, Inc d/b/a Rainier Connect",50,"2585"
"IA","Massena Telephone Company",50,"843"
"IA","Massena Telephone Company",70,"5"
"IA","Massena Telephone Company",71,"204"
"NY","Massivemesh Networks",50,"42"
"NY","Massivemesh Networks",70,"214"
"AK","Matanuska Telecom Association Inc.",10,"48155"
"AK","Matanuska Telecom Association Inc.",50,"9163"
"CO","Maverix Broadband",50,"5908"
"IL","Maxwire Inc",70,"10446"
"IL","Maxwire Inc.",72,"8432"
"KY","Mayfield Electric and Water Systems",50,"19116"
"TX","MBLink",50,"2832"
"GA","MCC_Georgia_LLC",40,"239275"
"KS","MCC_Missouri_LLC",40,"14605"
"MO","MCC_Missouri_LLC",40,"214798"
"OK","MCC_Missouri_LLC",40,"87"
"MO","McCormack Networks",50,"1241"
"MO","McDonald County Telephone and Internet",50,"1862"
"IL","McDonough Telephone Cooperative Inc",50,"16304"
"AR","MCEC Fiber",50,"7072"
"MO","MCEC Fiber",50,"3"
"IA","MCG",50,"15002"
"IA","MCG",70,"2455"
"OK","McLoud Telephone Co",10,"9359"
"OK","McLoud Telephone Co",50,"1312"
"IL","McNabb Internet Connections, Inc.",50,"16"
"IL","McNabb Telephone Company",10,"55"
"IL","McNabb Telephone Company",50,"419"
"OH","MCTV",40,"41608"
"OH","MCTV",50,"51256"
"WV","MCTV",40,"2353"
"WV","MCTV",50,"111"
"IA","Mechanicsville Telephone Company",50,"2052"
"OH","MechcomDotNet",70,"25764"
"AZ","Mediacom_Arizona_LLC",40,"63951"
"FL","Mediacom Bolt",71,"2887"
"GA","Mediacom Bolt",71,"7606"
"IL","Mediacom Bolt",71,"13466"
"MN","Mediacom -Bolt",71,"2452"
"MN","Mediacom - Bolt",71,"3335"
"IA","Mediacom-Bolt",71,"9659"
"MN","Mediacom-Bolt",71,"18447"
"CA","Mediacom_California_LLC",40,"78023"
"DE","Mediacom_Delaware_LLC",40,"58699"
"DE","Mediacom_Delaware_LLC",50,"1042"
"MD","Mediacom_Delaware_LLC",40,"12212"
"IA","Mediacom_Illinois_LLC",40,"2"
"IL","Mediacom_Illinois_LLC",40,"384653"
"IL","Mediacom_Illinois_LLC",50,"137"
"WI","Mediacom_Illinois_LLC",40,"44"
"IL","Mediacom_Indiana_LLC",40,"7"
"IN","Mediacom_Indiana_LLC",40,"119457"
"MI","Mediacom_Indiana_LLC",40,"2805"
"OH","Mediacom_Indiana_LLC",40,"3505"
"IA","Mediacom_Iowa_LLC",40,"801046"
"MN","Mediacom_Iowa_LLC",40,"77"
"MN","Mediacom_Minnesota_LLC",40,"209881"
"MN","Mediacom_Minnesota_LLC",50,"565"
"SD","Mediacom_Minnesota_LLC",40,"13853"
"AL","Mediacom_Southeast_LLC",40,"216244"
"FL","Mediacom_Southeast_LLC",40,"132144"
"GA","Mediacom_Southeast_LLC",40,"1"
"KY","Mediacom_Southeast_LLC",40,"60444"
"MS","Mediacom_Southeast_LLC",40,"13761"
"NC","Mediacom_Southeast_LLC",40,"37755"
"TN","Mediacom_Southeast_LLC",40,"10302"
"VA","Mediacom_Southeast_LLC",40,"600"
"WI","Mediacom_Wisconsin_LLC",40,"26184"
"OK","Medicine Park Telephone Company",10,"671"
"OK","Medicine Park Telephone Company",50,"500"
"OH","Medina Fiber",50,"12062"
"MN","Meeker Cooperative Light & Power Association",50,"2060"
"MN","Meeker Cooperative Light & Power Association",70,"1253"
"OH","Megabea",70,"143"
"MI","MEI",50,"860"
"MI","MEI",72,"15306"
"MN","MELROSE TELEPHONE",10,"9176"
"MN","MELROSE TELEPHONE",50,"6724"
"CA","Mendocino Community Network",70,"3376"
"IN","Mercury Broadband",70,"154273"
"IN","Mercury Broadband",71,"298599"
"KS","Mercury Broadband",70,"130005"
"KS","Mercury Broadband",71,"172709"
"MI","Mercury Broadband",50,"212"
"MI","Mercury Broadband",70,"136"
"MI","Mercury Broadband",71,"505628"
"MO","Mercury Broadband",70,"8"
"MO","Mercury Broadband",71,"44986"
"OH","Mercury Broadband",70,"172"
"OH","Mercury Broadband",71,"25475"
"TX","Meridian LTE, LLC",50,"1"
"TX","Meridian LTE, LLC",70,"192"
"TX","Meridian LTE, LLC",71,"183"
"TN","Meriwether Lewis Connect, LLC",50,"32670"
"NM","Mescalero Apache Telecom, Inc.",10,"290"
"NM","Mescalero Apache Telecom, Inc.",50,"1098"
"IL","MetaLINK Technologies, Inc.",72,"9"
"IN","MetaLINK Technologies, Inc.",50,"81"
"IN","MetaLINK Technologies, Inc.",70,"26297"
"IN","MetaLINK Technologies, Inc.",71,"35238"
"IN","MetaLINK Technologies, Inc.",72,"11491"
"MI","MetaLINK Technologies, Inc.",70,"2746"
"MI","MetaLINK Technologies, Inc.",71,"8210"
"MI","MetaLINK Technologies, Inc.",72,"4909"
"OH","MetaLINK Technologies, Inc.",50,"2692"
"OH","MetaLINK Technologies, Inc.",70,"60770"
"OH","MetaLINK Technologies, Inc.",71,"113951"
"OH","MetaLINK Technologies, Inc.",72,"21869"
"WA","Methownet.com",50,"58"
"WA","Methownet.com",70,"954"
"CO","Metronet Holdings",50,"5854"
"CT","Metronet Holdings",50,"6"
"FL","Metronet Holdings",50,"131816"
"IA","Metronet Holdings",50,"293112"
"IL","Metronet Holdings",50,"370896"
"IN","Metronet Holdings",50,"547766"
"KY","Metronet Holdings",50,"258250"
"MI","Metronet Holdings",50,"104410"
"MN","Metronet Holdings",50,"225764"
"MO","Metronet Holdings",50,"7052"
"MS","Metronet Holdings",50,"4"
"NC","Metronet Holdings",50,"186898"
"OH","Metronet Holdings",50,"149324"
"TX","Metronet Holdings",50,"22270"
"VA","Metronet Holdings",50,"10470"
"WI","Metronet Holdings",50,"970"
"IL","Metro Service Center",70,"6253"
"IL","MF Wireless, LLC",72,"5750"
"IL","MF Wireless, LLC'",70,"5977"
"CA","MGI",70,"733"
"VA","MGW Telephone",10,"861"
"VA","MGW Telephone",50,"1059"
"WI","MHTC",10,"1730"
"WI","MHTC",50,"426"
"WI","MHTC",70,"3590"
"IA","MiBroadband",70,"4176"
"MN","MiBroadband",50,"402"
"MN","MiBroadband",70,"2414"
"MI","MICHIGAN BROADBAND SERVICE",10,"6491"
"MI","MICHIGAN BROADBAND SERVICE",40,"767"
"MI","MICHIGAN BROADBAND SERVICE",50,"5104"
"MI","MICHIGAN BROADBAND SERVICE",72,"981"
"MI","Michwave Technologies Inc.",50,"313"
"MI","Michwave Technologies Inc.",70,"28334"
"MI","Michwave Technologies Inc.",72,"8999"
"WV","Micrologic",70,"27110"
"IL","Mid Century Telephone Cooperative, Inc.",10,"1315"
"IL","Mid Century Telephone Cooperative, Inc.",50,"21167"
"KS","Midco",40,"81584"
"KS","Midco",50,"7874"
"MN","Midco",40,"273910"
"MN","Midco",50,"32504"
"MN","Midco",71,"345836"
"ND","Midco",40,"350082"
"ND","Midco",50,"14050"
"ND","Midco",71,"42382"
"SD","Midco",40,"375232"
"SD","Midco",50,"33054"
"SD","Midco",71,"34554"
"WI","Midco",40,"2742"
"WI","Midco",50,"4194"
"NY","MID-HUDSON CABLEVISION",40,"25479"
"NY","MID-HUDSON CABLEVISION",50,"11382"
"MA","Mid-Hudson Data Corp",70,"40"
"NY","Mid-Hudson Data Corp",40,"91"
"NY","Mid-Hudson Data Corp",50,"1174"
"NY","Mid-Hudson Data Corp",70,"482"
"ME","Mid-Maine Telecom LLC",10,"3583"
"ME","Mid-Maine Telecom LLC",50,"1792"
"ME","Mid-Maine TelPlus LLC",10,"84"
"ME","Mid-Maine TelPlus LLC",50,"147"
"MO","Mid MO Micro Computers",50,"5"
"MO","Mid MO Micro Computers",70,"34"
"TX","Mid-Plains Rural Telephone Cooperative, Inc.",10,"95"
"TX","Mid-Plains Rural Telephone Cooperative, Inc.",50,"8492"
"MT","Mid-Rivers Communications",10,"240"
"MT","Mid-Rivers Communications",40,"11330"
"MT","Mid-Rivers Communications",50,"8942"
"ND","Mid-Rivers Communications",40,"53"
"ND","Mid-Rivers Communications",50,"6"
"TX","MidSouth Fiber Internet",50,"29439"
"SD","Midstate Communications",50,"7772"
"ND","Midstate Communications Inc",50,"1473"
"MO","Mid-States Services LLC",50,"4536"
"MO","Mid-States Services LLC",70,"349"
"ND","Midstate Telephone Company",50,"2156"
"NY","MIDTEL",50,"6589"
"AZ","Midvale Telephone Company",10,"1351"
"AZ","Midvale Telephone Company",50,"2147"
"ID","Midvale Telephone Company",10,"712"
"ID","Midvale Telephone Company",50,"598"
"IL","Midway Net LLC",70,"131"
"IN","Midway Net LLC",70,"9996"
"MN","MIDWEST",10,"2340"
"MN","MIDWEST",50,"1381"
"IA","Midwest Data Center",40,"1221"
"IA","Midwest Data Center",50,"621"
"IA","Midwest Data Center",70,"1464"
"MO","Midwest Data Center",40,"1258"
"MO","Midwest Data Center",50,"1545"
"MO","Midwest Data Center",70,"2806"
"IN","Midwest Energy & Communications",50,"385"
"MI","Midwest Energy & Communications",50,"50132"
"OH","Midwest Energy & Communications",50,"1077"
"IN","Midwest Telecom of America, Inc.",70,"163"
"PA","Mifflin County Wireless",70,"6126"
"PA","Mifflin County Wireless",72,"6621"
"ID","MiFiber",40,"1263"
"ID","MiFiber",50,"954"
"WA","MiFiber",40,"628"
"WA","MiFiber",50,"285"
"IA","Mi-Fiber, LLC",50,"17879"
"KY","Mikrotec CATV, LLC",40,"2963"
"WV","Mikrotec CATV, LLC",40,"1526"
"TN","MILAN CONNECT",50,"2392"
"AZ","Mile High Networks LLC",70,"59549"
"IN","Miles Communications LLC",10,"3731"
"IN","Miles Communications LLC",40,"2534"
"IN","Miles Communications LLC",50,"12227"
"IA","Miles Cooperative Telephone Association",50,"2089"
"IA","MILFORD COMMUNICATIONS, LLC",40,"1680"
"IA","MILFORD COMMUNICATIONS, LLC",50,"1461"
"MN","Mille Lacs Energy Cooperative",50,"2537"
"MO","Miller Telephone Company",50,"1233"
"AL","Millry Communications",10,"4973"
"AL","Millry Communications",50,"2687"
"MS","Millry Communications",10,"39"
"MS","Millry Communications",50,"2"
"IA","Minburn Communications",50,"1695"
"IA","Minburn Communications",70,"6662"
"IA","Minerva Valley Telephone Co., Inc.",50,"1119"
"CA","MINetworks Inc.",70,"2360"
"OH","Minford Telephone Company",50,"4616"
"MN","Minnesota Valley",10,"139"
"MN","Minnesota Valley",50,"885"
"MN","Minnesota WiFi",70,"36085"
"TX","Mission Valley Communications, LLC.",70,"16019"
"SD","Mitchell Telecom",10,"223"
"SD","Mitchell Telecom",50,"6819"
"OR","MiWave",50,"870"
"OR","MiWave",70,"2634"
"ND","MLGC",50,"9719"
"NV","Moapa Valley Telephone Co",10,"926"
"NV","Moapa Valley Telephone Co",50,"2319"
"NV","Moapa Valley Telephone Co",70,"8"
"PA","Mobilcom",70,"702"
"PA","Mobilcom",71,"702"
"IN","Mobilcomm  Inc dba Heavenwire.net",70,"214"
"KY","Mobilcomm  Inc dba Heavenwire.net",70,"2"
"OH","Mobilcomm  Inc dba Heavenwire.net",70,"173"
"LA","Mobius",70,"173144"
"NE","Mobius Communications Company",50,"1931"
"IA","Modern Cooperative Telephone Company",50,"1272"
"NY","Mohawk Networks LLC",50,"1224"
"NY","Mohawk Networks LLC",70,"130"
"CA","Mojavewifi.com",70,"25961"
"AZ","Mojo Broadband",70,"14064"
"AZ","Mojo Broadband",72,"8808"
"KS","MoKan Dial, Inc.",10,"3344"
"KS","MoKan Dial, Inc.",50,"237"
"MO","MoKan Dial, Inc.",50,"79"
"OR","Molalla Communications Company",50,"6409"
"AL","Mon-Cre Telephone Cooperative, Inc.",50,"4543"
"OR","Monitor Cooperative Telephone Company",50,"603"
"OR","Monmouth Independence Networks",50,"6028"
"NJ","Monmouth Telephone & Telegraph",50,"138"
"IN","Monon Telephone Company",50,"2276"
"IN","Monon Telephone Company",72,"1746"
"OR","Monroe Telephone Company",10,"589"
"OR","Monroe Telephone Company",50,"1231"
"MT","Montana Internet Corporation",50,"698"
"MT","Montana Internet Corporation",70,"22982"
"MT","Montana Internet Corporation",72,"26414"
"MT","Montana Opticom",50,"22003"
"MT","MontanaSky Networks| Inc.",50,"2549"
"MT","MontanaSky Networks| Inc.",70,"5356"
"MT","MontanaSky Networks| Inc.",71,"21070"
"MT","MontanaSky West| LLC.",40,"3652"
"MT","MontanaSky West| LLC.",50,"520"
"MD","Morgan Wireless  LLC",70,"1681"
"PA","Morgan Wireless  LLC",70,"915"
"WV","Morgan Wireless  LLC",70,"29877"
"FL","MORnetCommunicationsLLC",70,"5374"
"WI","Mosaic Technologies",10,"4995"
"WI","Mosaic Technologies",50,"13752"
"IL","Moultrie Independent Telephone Company",50,"556"
"MS","Mound Bayou Telephone Company",10,"1271"
"KS","Moundridge Telephone Company",10,"950"
"KS","Moundridge Telephone Company",50,"1291"
"KS","Moundridge Telephone Company",70,"301"
"MD","Mountain Communications, LLC",50,"4011"
"TN","MountaiNet Telephone Company",50,"20656"
"VA","MountaiNet Telephone Company",50,"17723"
"CO","Mountain iNet",70,"3"
"ID","MountainLink",70,"127"
"KY","Mountain Rural Telephone Coop.,Corp.,Inc.",50,"18978"
"AR","Mountain View Telephone Company",10,"5856"
"AR","Mountain View Telephone Company",40,"2068"
"AR","Mountain View Telephone Company",50,"1109"
"WY","Mountain West Technologies Corporation",50,"644"
"WY","Mountain West Technologies Corporation",70,"21122"
"WY","Mountain West Technologies Corporation",72,"54268"
"TX","Mountain Zone TV",40,"4836"
"TX","Mountain Zone TV",70,"9106"
"WI","Mount Horeb Telephone Co dba MHTC",50,"1"
"WI","Mount Horeb Telephone Company dba MHTC",10,"1642"
"WI","Mount Horeb Telephone Company dba MHTC",50,"2252"
"WI","Mount Horeb Telephone Company dbc MHTC",10,"1"
"WI","Mount Horeb Telephone Company dbc MHTC",50,"1"
"WI","Mount Horeb Telephone Copmany dba MHTC",10,"72"
"WI","Mount Horeb Telephone Copmany dba MHTC",50,"101"
"WI","Mount Horeb Telepone Company dba MHTC",10,"3"
"AL","M-Pulse Fiber",50,"11"
"MS","M-Pulse Fiber",50,"10199"
"IL","MR Systems Wireless",50,"23"
"IL","MR Systems Wireless",70,"14890"
"PR","MS Wifi Zone",70,"54781"
"AK","MTAC",50,"9"
"NY","MTC Cable",40,"4208"
"NY","MTC Cable",50,"8374"
"IA","MTC Technologies",50,"2957"
"IA","MTC Technologies",70,"227"
"AZ","MTE Communications",70,"149"
"ID","MTE Communications",10,"1872"
"ID","MTE Communications",50,"90"
"ID","MTE Communications",70,"562"
"OR","MTE Communications",70,"33"
"KS","MT Networks, LLC",50,"966"
"KS","MT Networks, LLC",70,"1558"
"KS","MT Networks, LLC",72,"4175"
"SD","Mt. Rushmore Telephone Company",10,"1153"
"SD","Mt. Rushmore Telephone Company",50,"955"
"ID","Mud Lake Telephone Cooperative Assn, Inc.",10,"282"
"ID","Mud Lake Telephone Cooperative Assn, Inc.",50,"654"
"ID","Mud Lake Telephone Cooperative Assn, Inc.",70,"200"
"TX","Muenster Telephone",10,"732"
"TX","Muenster Telephone",50,"4673"
